personid,year_week,experiment_time,treatment,phonecalls
16596,201112,1,1,0.576
5614,201112,1,1,NA
38038,201112,1,1,0.45
22284,201112,1,1,0.485
31292,201112,1,1,0.497
44784,201112,1,1,0.373
13530,201112,1,1,NA
37294,201112,1,1,0.601
23136,201112,1,1,0.494
43286,201112,1,1,NA
21710,201112,1,1,NA
25520,201112,1,1,0.333
40320,201112,1,1,NA
17906,201112,1,1,0.529
40164,201112,1,1,NA
13710,201113,1,0,NA
42146,201113,1,0,NA
14382,201113,1,0,NA
28560,201113,1,0,NA
14374,201113,1,0,NA
25056,201113,1,0,NA
40456,201113,1,0,0.553
27704,201113,1,0,0.438
24146,201113,1,0,NA
39748,201113,1,0,NA
26906,201113,1,0,NA
43258,201113,1,0,0.35
39502,201113,1,0,NA
23126,201113,1,0,NA
11348,201113,1,0,NA
18502,201113,1,0,NA
37798,201113,1,0,0.402
42140,201113,1,0,NA
39458,201113,1,0,0.384
17160,201113,1,0,0.504
33354,201113,1,0,0.523
21648,201113,1,0,NA
23742,201113,1,0,NA
39164,201113,1,0,0.339
25864,201113,1,0,0.501
42634,201113,1,0,0.174
33278,201113,1,0,0.437
36314,201113,1,0,0.428
42152,201113,1,0,0.455
29024,201113,1,0,NA
38862,201113,1,0,0.326
35408,201113,1,0,NA
29996,201113,1,0,NA
6362,201113,1,0,NA
29172,201113,1,0,0.404
32320,201113,1,0,0.176
31136,201113,1,0,0.188
25258,201113,1,0,NA
44800,201113,1,0,0.364
15444,201113,1,0,NA
6278,201113,1,0,0.421
42632,201113,1,0,0.5
16424,201113,1,0,0.424
37292,201113,1,0,0.428
45442,201113,1,0,0.089
33366,201113,1,0,NA
17812,201113,1,0,NA
30002,201113,1,0,NA
33128,201113,1,0,0.491
45254,201113,1,0,0.227
28484,201113,1,0,0.187
19470,201113,1,0,0.628
21604,201113,1,0,NA
44256,201113,1,0,1.264
38074,201113,1,0,NA
12896,201113,1,0,NA
28190,201113,1,0,0.533
9710,201113,1,0,NA
7068,201113,1,0,NA
14384,201113,1,0,NA
31150,201113,1,0,0.388
6364,201113,1,0,NA
13980,201113,1,0,NA
40162,201113,1,0,0.493
37828,201113,1,0,NA
40008,201113,1,0,NA
43570,201113,1,0,0.306
35822,201113,1,0,0.36
39144,201113,1,0,0.398
12306,201113,1,0,NA
31888,201113,1,0,0.691
8522,201113,1,0,NA
7720,201113,1,0,NA
7076,201113,1,0,NA
39490,201113,1,0,NA
22022,201113,1,0,NA
11390,201113,1,0,NA
29248,201113,1,0,NA
8834,201113,1,0,0.62
16594,201113,1,0,0.307
4448,201113,1,0,NA
38046,201113,1,0,NA
28224,201113,1,0,0.528
26634,201113,1,0,0.472
17172,201113,1,0,NA
18494,201113,1,0,NA
39466,201113,1,0,0.445
37812,201113,1,0,NA
38552,201113,1,0,0.353
43500,201113,1,0,NA
23622,201113,1,1,NA
23136,201113,1,1,0.562
16596,201113,1,1,0.45
15294,201113,1,1,NA
22284,201113,1,1,0.591
40316,201113,1,1,0.537
38022,201113,1,1,NA
40444,201113,1,1,NA
19482,201113,1,1,NA
25520,201113,1,1,0.336
3906,201113,1,1,NA
41818,201113,1,1,NA
24324,201113,1,1,0.199
14678,201113,1,1,NA
4122,201113,1,1,0.785
10226,201113,1,1,NA
14532,201113,1,1,NA
43286,201113,1,1,NA
30308,201113,1,1,NA
11868,201113,1,1,NA
17752,201113,1,1,NA
38878,201113,1,1,0.53
29032,201113,1,1,NA
26618,201113,1,1,NA
7488,201113,1,1,NA
25962,201113,1,1,0.413
21654,201113,1,1,0.574
40192,201113,1,1,0.525
39990,201113,1,1,0.152
36908,201113,1,1,0.394
29808,201113,1,1,0.626
40164,201113,1,1,NA
43278,201113,1,1,NA
13530,201113,1,1,NA
30972,201113,1,1,NA
14048,201113,1,1,0.506
21710,201113,1,1,NA
12974,201113,1,1,0.639
29216,201113,1,1,NA
42108,201113,1,1,0.514
38566,201113,1,1,0.431
38038,201113,1,1,0.462
30006,201113,1,1,NA
28226,201113,1,1,NA
31292,201113,1,1,0.617
45238,201113,1,1,NA
39512,201113,1,1,NA
44408,201113,1,1,0.409
36306,201113,1,1,NA
43270,201113,1,1,NA
43288,201113,1,1,0.003
37840,201113,1,1,NA
8854,201113,1,1,0.891
24142,201113,1,1,NA
18112,201113,1,1,NA
25532,201113,1,1,NA
39942,201113,1,1,0.456
28470,201113,1,1,NA
41318,201113,1,1,NA
30014,201113,1,1,0.591
40320,201113,1,1,NA
28492,201113,1,1,NA
25700,201113,1,1,NA
38580,201113,1,1,0.717
25638,201113,1,1,0.376
31936,201113,1,1,0.604
43264,201113,1,1,0.249
40490,201113,1,1,0.326
4942,201113,1,1,NA
38070,201113,1,1,NA
38040,201113,1,1,NA
37294,201113,1,1,0.682
24608,201113,1,1,0.318
23228,201113,1,1,0.672
38712,201113,1,1,0.45
14528,201113,1,1,0.62
5614,201113,1,1,NA
26934,201113,1,1,0.764
44266,201113,1,1,0.345
35344,201113,1,1,0.516
37804,201113,1,1,NA
43534,201113,1,1,0.441
39530,201113,1,1,NA
42592,201113,1,1,0.256
10794,201113,1,1,NA
25628,201113,1,1,NA
39096,201113,1,1,0.264
10356,201113,1,1,0.529
40322,201113,1,1,0.539
38018,201113,1,1,NA
36032,201113,1,1,0.456
23772,201113,1,1,0.53
25940,201113,1,1,NA
32590,201113,1,1,NA
40328,201113,1,1,0.393
31230,201113,1,1,NA
44782,201113,1,1,0.379
29230,201113,1,1,0.514
38290,201113,1,1,0.376
39548,201113,1,1,NA
42628,201113,1,1,0.383
44784,201113,1,1,0.369
38042,201113,1,1,NA
37296,201113,1,1,NA
31796,201113,1,1,NA
39634,201113,1,1,0.623
42624,201113,1,1,0.593
38898,201113,1,1,0.501
43926,201113,1,1,0.422
37784,201113,1,1,NA
26328,201113,1,1,0.226
5018,201113,1,1,NA
38028,201113,1,1,NA
40472,201113,1,1,0.723
24146,201114,1,0,NA
28224,201114,1,0,0.457
23742,201114,1,0,NA
28190,201114,1,0,0.434
25258,201114,1,0,NA
9710,201114,1,0,NA
6364,201114,1,0,NA
8522,201114,1,0,NA
26906,201114,1,0,NA
29248,201114,1,0,NA
8834,201114,1,0,0.64
42140,201114,1,0,NA
14374,201114,1,0,NA
43570,201114,1,0,0.32
13710,201114,1,0,NA
21604,201114,1,0,NA
25056,201114,1,0,NA
33278,201114,1,0,0.328
38074,201114,1,0,NA
4448,201114,1,0,NA
29024,201114,1,0,NA
13980,201114,1,0,0.104
29996,201114,1,0,NA
16424,201114,1,0,0.379
39502,201114,1,0,NA
45254,201114,1,0,0.292
14382,201114,1,0,NA
26634,201114,1,0,0.302
37798,201114,1,0,0.332
19470,201114,1,0,0.457
39164,201114,1,0,0.384
7068,201114,1,0,NA
43500,201114,1,0,NA
12896,201114,1,0,NA
31150,201114,1,0,0.318
37828,201114,1,0,NA
12306,201114,1,0,NA
6362,201114,1,0,NA
7720,201114,1,0,0.167
39490,201114,1,0,NA
32320,201114,1,0,0.491
42152,201114,1,0,0.39
40008,201114,1,0,0.315
37812,201114,1,0,NA
37292,201114,1,0,0.328
17172,201114,1,0,NA
33128,201114,1,0,0.492
45442,201114,1,0,0.209
28560,201114,1,0,NA
36314,201114,1,0,0.566
33354,201114,1,0,0.483
11390,201114,1,0,NA
40162,201114,1,0,0.488
40334,201114,1,0,NA
38552,201114,1,0,0.063
43258,201114,1,0,0.349
17812,201114,1,0,NA
44282,201114,1,0,0.271
15444,201114,1,0,0.27
17160,201114,1,0,0.318
21648,201114,1,0,NA
27704,201114,1,0,0.396
39748,201114,1,0,NA
25864,201114,1,0,0.422
38862,201114,1,0,0.341
35822,201114,1,0,0.291
22022,201114,1,0,NA
42632,201114,1,0,0.468
18502,201114,1,0,NA
7076,201114,1,0,NA
42146,201114,1,0,NA
30002,201114,1,0,NA
39466,201114,1,0,0.44
36288,201114,1,0,0.316
14384,201114,1,0,NA
11348,201114,1,0,NA
39458,201114,1,0,0.463
23126,201114,1,0,NA
18494,201114,1,0,NA
38046,201114,1,0,NA
35408,201114,1,0,NA
44256,201114,1,0,0.54
40456,201114,1,0,0.638
6278,201114,1,0,0.214
44800,201114,1,0,0.39
39144,201114,1,0,0.225
31888,201114,1,0,0.609
16594,201114,1,0,0.393
43264,201114,1,1,0.238
37296,201114,1,1,NA
5018,201114,1,1,NA
29808,201114,1,1,0.526
11868,201114,1,1,NA
33350,201114,1,1,0.305
21710,201114,1,1,NA
23136,201114,1,1,0.574
43926,201114,1,1,0.4
29032,201114,1,1,NA
24142,201114,1,1,NA
43270,201114,1,1,NA
5614,201114,1,1,NA
3906,201114,1,1,NA
38038,201114,1,1,0.492
15294,201114,1,1,NA
38712,201114,1,1,0.455
36306,201114,1,1,NA
39942,201114,1,1,0.409
38042,201114,1,1,NA
42628,201114,1,1,0.449
40322,201114,1,1,0.464
4122,201114,1,1,0.563
40320,201114,1,1,NA
4942,201114,1,1,NA
39530,201114,1,1,NA
25520,201114,1,1,0.217
39990,201114,1,1,0.286
28470,201114,1,1,NA
40192,201114,1,1,0.384
35344,201114,1,1,0.445
38566,201114,1,1,0.462
38040,201114,1,1,NA
41318,201114,1,1,NA
30308,201114,1,1,NA
43286,201114,1,1,NA
30006,201114,1,1,NA
40490,201114,1,1,0.361
23228,201114,1,1,0.342
19482,201114,1,1,NA
37840,201114,1,1,NA
43534,201114,1,1,0.41
38028,201114,1,1,NA
44266,201114,1,1,0.273
31292,201114,1,1,0.45
10356,201114,1,1,0.502
31230,201114,1,1,NA
44784,201114,1,1,0.218
39634,201114,1,1,0.568
37804,201114,1,1,NA
45238,201114,1,1,NA
26618,201114,1,1,NA
17722,201114,1,1,NA
39512,201114,1,1,NA
12974,201114,1,1,0.512
40164,201114,1,1,NA
29230,201114,1,1,0.406
14678,201114,1,1,NA
38018,201114,1,1,NA
28226,201114,1,1,NA
42592,201114,1,1,0.406
30972,201114,1,1,NA
14048,201114,1,1,0.43
23772,201114,1,1,0.498
25700,201114,1,1,NA
38580,201114,1,1,0.697
29216,201114,1,1,NA
14528,201114,1,1,0.067
28492,201114,1,1,NA
37784,201114,1,1,NA
38290,201114,1,1,0.546
40444,201114,1,1,NA
14522,201114,1,1,0.355
16514,201114,1,1,0.479
14532,201114,1,1,NA
30014,201114,1,1,0.56
25638,201114,1,1,0.523
26934,201114,1,1,0.537
37294,201114,1,1,0.654
36908,201114,1,1,0.431
18112,201114,1,1,NA
38070,201114,1,1,NA
17752,201114,1,1,NA
41818,201114,1,1,NA
10226,201114,1,1,NA
40328,201114,1,1,0.373
8854,201114,1,1,0.691
25940,201114,1,1,NA
36032,201114,1,1,0.444
31796,201114,1,1,NA
25628,201114,1,1,NA
25962,201114,1,1,0.508
38878,201114,1,1,0.598
38022,201114,1,1,NA
31936,201114,1,1,0.428
44782,201114,1,1,0.576
24324,201114,1,1,0.109
22284,201114,1,1,0.528
42624,201114,1,1,0.464
26328,201114,1,1,0.231
21654,201114,1,1,0.561
16596,201114,1,1,0.337
32590,201114,1,1,NA
38898,201114,1,1,0.396
43278,201114,1,1,NA
7488,201114,1,1,NA
39096,201114,1,1,0.39
24608,201114,1,1,0.259
44408,201114,1,1,0.425
40316,201114,1,1,0.331
10794,201114,1,1,NA
40472,201114,1,1,0.552
39548,201114,1,1,NA
44256,201115,1,0,0.977
33128,201115,1,0,0.449
37292,201115,1,0,0.546
28190,201115,1,0,0.289
23742,201115,1,0,NA
13710,201115,1,0,NA
28560,201115,1,0,NA
37828,201115,1,0,NA
23126,201115,1,0,NA
44282,201115,1,0,0.461
13980,201115,1,0,0.603
6278,201115,1,0,0.116
7720,201115,1,0,0.299
27704,201115,1,0,0.653
26634,201115,1,0,0.579
39502,201115,1,0,NA
40336,201115,1,0,0.121
39748,201115,1,0,NA
44800,201115,1,0,0.581
38046,201115,1,0,NA
40162,201115,1,0,0.508
43500,201115,1,0,NA
37798,201115,1,0,0.575
11390,201115,1,0,NA
42152,201115,1,0,0.444
39144,201115,1,0,0.342
12306,201115,1,0,NA
39164,201115,1,0,0.354
29996,201115,1,0,NA
33278,201115,1,0,0.312
39490,201115,1,0,NA
39458,201115,1,0,0.484
25864,201115,1,0,0.509
7068,201115,1,0,NA
42146,201115,1,0,NA
39466,201115,1,0,0.387
14384,201115,1,0,NA
16594,201115,1,0,0.202
26906,201115,1,0,NA
42634,201115,1,0,0.286
36288,201115,1,0,0.299
11348,201115,1,0,NA
8834,201115,1,0,0.648
42140,201115,1,0,NA
15444,201115,1,0,0.485
32320,201115,1,0,0.466
25258,201115,1,0,NA
45254,201115,1,0,0.298
33354,201115,1,0,0.521
8522,201115,1,0,NA
17160,201115,1,0,0.45
17812,201115,1,0,NA
35408,201115,1,0,NA
25056,201115,1,0,NA
4448,201115,1,0,NA
28224,201115,1,0,0.566
9710,201115,1,0,NA
16424,201115,1,0,0.103
18494,201115,1,0,NA
36314,201115,1,0,0.645
40456,201115,1,0,0.422
12896,201115,1,0,NA
29172,201115,1,0,0.478
42632,201115,1,0,0.529
40008,201115,1,0,0.708
14374,201115,1,0,NA
6362,201115,1,0,NA
43258,201115,1,0,0.357
7076,201115,1,0,NA
14382,201115,1,0,NA
38862,201115,1,0,0.336
45442,201115,1,0,0.371
6364,201115,1,0,NA
24146,201115,1,0,NA
19470,201115,1,0,0.643
35822,201115,1,0,0.481
31150,201115,1,0,0.351
17172,201115,1,0,NA
37812,201115,1,0,NA
43570,201115,1,0,0.508
21604,201115,1,0,NA
29024,201115,1,0,NA
22022,201115,1,0,NA
29248,201115,1,0,NA
38074,201115,1,0,NA
21648,201115,1,0,NA
31888,201115,1,0,0.522
8854,201115,1,1,1.024
41318,201115,1,1,NA
44408,201115,1,1,0.386
24142,201115,1,1,NA
45238,201115,1,1,NA
14522,201115,1,1,0.282
22284,201115,1,1,0.54
43534,201115,1,1,0.476
21654,201115,1,1,0.761
25962,201115,1,1,0.47
4122,201115,1,1,0.647
30308,201115,1,1,NA
10794,201115,1,1,NA
28492,201115,1,1,NA
10226,201115,1,1,NA
14532,201115,1,1,NA
35344,201115,1,1,0.487
13530,201115,1,1,NA
16596,201115,1,1,0.739
16514,201115,1,1,0.368
29216,201115,1,1,NA
25638,201115,1,1,0.515
29808,201115,1,1,0.77
38028,201115,1,1,NA
38042,201115,1,1,NA
25628,201115,1,1,NA
41818,201115,1,1,NA
3906,201115,1,1,NA
37294,201115,1,1,0.471
17722,201115,1,1,NA
42628,201115,1,1,0.473
42592,201115,1,1,0.439
39512,201115,1,1,NA
40320,201115,1,1,NA
38566,201115,1,1,0.758
42108,201115,1,1,0.504
39942,201115,1,1,0.533
37804,201115,1,1,NA
37296,201115,1,1,NA
33350,201115,1,1,0.324
15294,201115,1,1,NA
19482,201115,1,1,NA
38712,201115,1,1,0.685
44784,201115,1,1,0.395
28470,201115,1,1,NA
32590,201115,1,1,NA
37840,201115,1,1,NA
5614,201115,1,1,NA
37784,201115,1,1,NA
43278,201115,1,1,NA
7488,201115,1,1,NA
43926,201115,1,1,0.51
42624,201115,1,1,0.62
25532,201115,1,1,NA
39096,201115,1,1,0.583
30972,201115,1,1,NA
24324,201115,1,1,0.067
40444,201115,1,1,NA
39990,201115,1,1,0.439
14048,201115,1,1,0.538
12974,201115,1,1,0.592
44266,201115,1,1,0.268
38038,201115,1,1,0.493
24608,201115,1,1,0.694
21710,201115,1,1,NA
43264,201115,1,1,0.363
43286,201115,1,1,NA
5018,201115,1,1,NA
40192,201115,1,1,0.575
28226,201115,1,1,NA
38580,201115,1,1,0.826
4942,201115,1,1,NA
29230,201115,1,1,0.194
26934,201115,1,1,0.966
31936,201115,1,1,0.527
29032,201115,1,1,NA
43270,201115,1,1,NA
25520,201115,1,1,0.383
40328,201115,1,1,0.629
14528,201115,1,1,0.266
38070,201115,1,1,NA
36032,201115,1,1,0.381
39530,201115,1,1,NA
23228,201115,1,1,0.676
38290,201115,1,1,0.265
31796,201115,1,1,NA
17752,201115,1,1,NA
30014,201115,1,1,0.637
39634,201115,1,1,0.489
26328,201115,1,1,0.06
31292,201115,1,1,0.516
40316,201115,1,1,0.39
11868,201115,1,1,NA
23772,201115,1,1,0.497
31230,201115,1,1,NA
25940,201115,1,1,NA
40322,201115,1,1,0.599
25700,201115,1,1,NA
30006,201115,1,1,NA
44782,201115,1,1,0.582
38878,201115,1,1,0.593
18112,201115,1,1,NA
39548,201115,1,1,NA
23136,201115,1,1,0.367
10356,201115,1,1,0.556
40164,201115,1,1,NA
40490,201115,1,1,0.546
36908,201115,1,1,0.661
36306,201115,1,1,NA
38018,201115,1,1,NA
40472,201115,1,1,0.686
38040,201115,1,1,NA
26618,201115,1,1,NA
14678,201115,1,1,NA
38898,201115,1,1,0.358
28560,201116,1,0,NA
38074,201116,1,0,NA
19470,201116,1,0,0.749
24146,201116,1,0,NA
8834,201116,1,0,NA
27704,201116,1,0,0.674
12896,201116,1,0,NA
28190,201116,1,0,0.481
13980,201116,1,0,0.646
23126,201116,1,0,NA
33354,201116,1,0,0.535
35408,201116,1,0,NA
42152,201116,1,0,0.403
29024,201116,1,0,NA
17160,201116,1,0,0.589
39458,201116,1,0,0.109
25258,201116,1,0,NA
38862,201116,1,0,0.444
36288,201116,1,0,0.405
43500,201116,1,0,NA
39164,201116,1,0,0.567
18494,201116,1,0,NA
37798,201116,1,0,0.538
12306,201116,1,0,NA
38046,201116,1,0,NA
16594,201116,1,0,0.315
44256,201116,1,0,0.63
43258,201116,1,0,0.364
17172,201116,1,0,NA
28224,201116,1,0,0.507
44800,201116,1,0,0.024
31888,201116,1,0,0.694
15444,201116,1,0,0.537
43570,201116,1,0,0.409
31150,201116,1,0,0.147
11348,201116,1,0,NA
6364,201116,1,0,NA
33128,201116,1,0,0.499
7720,201116,1,0,0.335
7068,201116,1,0,NA
39144,201116,1,0,0.457
29248,201116,1,0,NA
32320,201116,1,0,0.277
16424,201116,1,0,0.111
40334,201116,1,0,NA
25864,201116,1,0,0.403
8522,201116,1,0,NA
37292,201116,1,0,0.758
44282,201116,1,0,0.451
9710,201116,1,0,NA
11390,201116,1,0,NA
40162,201116,1,0,0.413
39502,201116,1,0,NA
30002,201116,1,0,NA
40008,201116,1,0,0.726
42632,201116,1,0,0.373
14374,201116,1,0,NA
26906,201116,1,0,NA
25056,201116,1,0,NA
14384,201116,1,0,NA
6278,201116,1,0,0.474
37812,201116,1,0,NA
21604,201116,1,0,NA
42140,201116,1,0,NA
22022,201116,1,0,NA
45254,201116,1,0,0.289
17812,201116,1,0,NA
13710,201116,1,0,NA
36314,201116,1,0,0.645
21648,201116,1,0,NA
39490,201116,1,0,NA
29172,201116,1,0,0.429
39748,201116,1,0,NA
37828,201116,1,0,NA
39466,201116,1,0,0.456
35822,201116,1,0,0.466
33278,201116,1,0,0.4
40336,201116,1,0,0.119
26634,201116,1,0,0.585
23742,201116,1,0,NA
40456,201116,1,0,0.497
42146,201116,1,0,NA
4448,201116,1,0,NA
45442,201116,1,0,0.164
6362,201116,1,0,NA
29996,201116,1,0,NA
8854,201116,1,1,0.768
42108,201116,1,1,0.551
31936,201116,1,1,0.448
5614,201116,1,1,NA
23228,201116,1,1,0.612
38898,201116,1,1,0.524
40320,201116,1,1,NA
40490,201116,1,1,0.54
10794,201116,1,1,NA
5018,201116,1,1,NA
3906,201116,1,1,NA
24142,201116,1,1,NA
10226,201116,1,1,NA
29032,201116,1,1,NA
45238,201116,1,1,NA
17752,201116,1,1,NA
31796,201116,1,1,NA
40192,201116,1,1,0.468
29808,201116,1,1,0.221
14522,201116,1,1,0.325
40472,201116,1,1,0.629
24324,201116,1,1,0.047
30972,201116,1,1,NA
43286,201116,1,1,NA
38070,201116,1,1,NA
4122,201116,1,1,0.548
37296,201116,1,1,NA
23622,201116,1,1,NA
30308,201116,1,1,NA
30014,201116,1,1,0.405
38290,201116,1,1,0.361
39990,201116,1,1,0.488
41818,201116,1,1,NA
7488,201116,1,1,NA
38566,201116,1,1,0.365
15294,201116,1,1,NA
40328,201116,1,1,0.448
38712,201116,1,1,0.569
28492,201116,1,1,NA
29216,201116,1,1,NA
36306,201116,1,1,NA
37294,201116,1,1,0.777
4942,201116,1,1,NA
38038,201116,1,1,0.459
40322,201116,1,1,0.488
30006,201116,1,1,NA
22284,201116,1,1,0.68
25520,201116,1,1,0.491
38042,201116,1,1,NA
38040,201116,1,1,NA
25700,201116,1,1,NA
36032,201116,1,1,0.671
16514,201116,1,1,0.501
39634,201116,1,1,0.496
11868,201116,1,1,NA
32590,201116,1,1,NA
24608,201116,1,1,0.492
44784,201116,1,1,0.554
38580,201116,1,1,0.85
42592,201116,1,1,0.428
31230,201116,1,1,NA
21710,201116,1,1,NA
12974,201116,1,1,NA
39512,201116,1,1,NA
42628,201116,1,1,0.459
14048,201116,1,1,0.46
40164,201116,1,1,NA
39530,201116,1,1,NA
25628,201116,1,1,NA
43534,201116,1,1,0.325
25532,201116,1,1,NA
26618,201116,1,1,NA
21654,201116,1,1,0.648
38028,201116,1,1,NA
35344,201116,1,1,0.471
19482,201116,1,1,NA
26328,201116,1,1,0.212
23772,201116,1,1,0.726
44266,201116,1,1,0.274
25940,201116,1,1,NA
37804,201116,1,1,NA
39548,201116,1,1,NA
14528,201116,1,1,0.876
13530,201116,1,1,NA
44408,201116,1,1,0.445
25962,201116,1,1,0.487
44782,201116,1,1,0.38
14532,201116,1,1,NA
18112,201116,1,1,NA
37840,201116,1,1,NA
40316,201116,1,1,0.464
31292,201116,1,1,0.491
28470,201116,1,1,NA
25638,201116,1,1,0.382
43264,201116,1,1,0.309
43278,201116,1,1,NA
14678,201116,1,1,NA
10356,201116,1,1,0.691
43926,201116,1,1,0.501
26934,201116,1,1,0.949
41318,201116,1,1,NA
39942,201116,1,1,0.515
36908,201116,1,1,0.668
33350,201116,1,1,0.451
16596,201116,1,1,0.707
28226,201116,1,1,NA
23136,201116,1,1,0.501
38878,201116,1,1,0.554
39096,201116,1,1,0.618
40444,201116,1,1,NA
37784,201116,1,1,NA
7720,201117,1,0,0.52
21648,201117,1,0,NA
26634,201117,1,0,0.598
37798,201117,1,0,0.357
14382,201117,1,0,NA
7068,201117,1,0,NA
6362,201117,1,0,NA
6278,201117,1,0,0.548
42632,201117,1,0,0.52
23126,201117,1,0,NA
36314,201117,1,0,0.497
22022,201117,1,0,NA
23742,201117,1,0,NA
28560,201117,1,0,NA
29172,201117,1,0,0.541
14384,201117,1,0,NA
42634,201117,1,0,0.435
25056,201117,1,0,NA
42140,201117,1,0,NA
13980,201117,1,0,0.769
12306,201117,1,0,NA
26906,201117,1,0,NA
17160,201117,1,0,0.461
40334,201117,1,0,NA
39502,201117,1,0,NA
37292,201117,1,0,0.791
31888,201117,1,0,0.481
15444,201117,1,0,0.242
38862,201117,1,0,0.274
33278,201117,1,0,0.31
29996,201117,1,0,NA
29024,201117,1,0,NA
40456,201117,1,0,0.659
43570,201117,1,0,0.381
40336,201117,1,0,0.556
29248,201117,1,0,NA
9710,201117,1,0,NA
45254,201117,1,0,0.339
18494,201117,1,0,NA
38074,201117,1,0,NA
30002,201117,1,0,NA
33354,201117,1,0,0.385
28190,201117,1,0,0.635
39748,201117,1,0,NA
37812,201117,1,0,NA
17172,201117,1,0,NA
36288,201117,1,0,0.28
14374,201117,1,0,NA
27704,201117,1,0,0.659
32320,201117,1,0,0.496
44282,201117,1,0,0.506
39164,201117,1,0,0.458
12896,201117,1,0,NA
19470,201117,1,0,0.717
12426,201117,1,0,NA
40008,201117,1,0,0.567
39490,201117,1,0,NA
44256,201117,1,0,0.875
35822,201117,1,0,0.388
6364,201117,1,0,NA
7076,201117,1,0,NA
42146,201117,1,0,NA
38046,201117,1,0,NA
8522,201117,1,0,NA
43258,201117,1,0,0.359
16424,201117,1,0,0.389
4448,201117,1,0,NA
8834,201117,1,0,0.823
11390,201117,1,0,NA
31136,201117,1,0,0.423
33128,201117,1,0,0.537
35408,201117,1,0,NA
24146,201117,1,0,NA
43500,201117,1,0,NA
39144,201117,1,0,0.525
13710,201117,1,0,NA
25864,201117,1,0,0.444
40162,201117,1,0,0.467
17812,201117,1,0,NA
25258,201117,1,0,NA
11348,201117,1,0,NA
28224,201117,1,0,0.591
21604,201117,1,0,NA
37828,201117,1,0,NA
39458,201117,1,0,0.453
42152,201117,1,0,0.267
39466,201117,1,0,0.437
10226,201117,1,1,NA
30972,201117,1,1,NA
36032,201117,1,1,0.356
21654,201117,1,1,0.782
29032,201117,1,1,NA
30308,201117,1,1,NA
38040,201117,1,1,NA
15294,201117,1,1,NA
28226,201117,1,1,NA
17752,201117,1,1,NA
24324,201117,1,1,0.016
5614,201117,1,1,NA
5018,201117,1,1,NA
3906,201117,1,1,NA
25700,201117,1,1,NA
40472,201117,1,1,0.706
41318,201117,1,1,NA
25940,201117,1,1,NA
42108,201117,1,1,0.442
10794,201117,1,1,NA
38712,201117,1,1,0.54
23622,201117,1,1,NA
22284,201117,1,1,0.537
41818,201117,1,1,NA
23136,201117,1,1,0.594
39548,201117,1,1,NA
36306,201117,1,1,NA
28470,201117,1,1,NA
42592,201117,1,1,0.44
14048,201117,1,1,0.558
24142,201117,1,1,NA
31292,201117,1,1,0.553
41286,201117,1,1,0.243
38028,201117,1,1,NA
40320,201117,1,1,NA
40490,201117,1,1,0.501
4122,201117,1,1,0.784
45238,201117,1,1,NA
26328,201117,1,1,0.299
37784,201117,1,1,NA
14532,201117,1,1,NA
43278,201117,1,1,NA
38290,201117,1,1,0.562
31796,201117,1,1,NA
4942,201117,1,1,NA
8854,201117,1,1,0.923
38042,201117,1,1,NA
25962,201117,1,1,0.463
40328,201117,1,1,0.55
40322,201117,1,1,0.399
14522,201117,1,1,0.351
23228,201117,1,1,0.584
35344,201117,1,1,0.533
40192,201117,1,1,0.523
37294,201117,1,1,0.745
39530,201117,1,1,NA
26934,201117,1,1,0.941
38018,201117,1,1,NA
18112,201117,1,1,NA
38070,201117,1,1,NA
37840,201117,1,1,NA
33350,201117,1,1,0.31
38566,201117,1,1,0.628
26618,201117,1,1,NA
29808,201117,1,1,NA
14678,201117,1,1,NA
17722,201117,1,1,NA
21710,201117,1,1,NA
38878,201117,1,1,0.559
10356,201117,1,1,0.56
44266,201117,1,1,0.338
39634,201117,1,1,0.503
30006,201117,1,1,NA
42628,201117,1,1,0.47
25638,201117,1,1,0.501
38580,201117,1,1,0.924
23772,201117,1,1,0.601
43286,201117,1,1,NA
25628,201117,1,1,NA
13530,201117,1,1,NA
7488,201117,1,1,NA
28492,201117,1,1,NA
44408,201117,1,1,0.613
19482,201117,1,1,NA
14528,201117,1,1,0.649
37804,201117,1,1,NA
43264,201117,1,1,0.361
31230,201117,1,1,NA
36908,201117,1,1,0.525
43534,201117,1,1,0.297
38898,201117,1,1,0.449
37296,201117,1,1,NA
40444,201117,1,1,NA
16514,201117,1,1,0.286
30014,201117,1,1,0.435
39512,201117,1,1,NA
32590,201117,1,1,NA
29216,201117,1,1,NA
38038,201117,1,1,0.503
11868,201117,1,1,NA
25532,201117,1,1,NA
43270,201117,1,1,NA
12974,201117,1,1,0.685
25520,201117,1,1,0.484
39990,201117,1,1,0.369
39096,201117,1,1,0.696
16596,201117,1,1,0.552
16424,201118,1,0,0.184
42152,201118,1,0,0.271
25864,201118,1,0,0.516
17172,201118,1,0,NA
11390,201118,1,0,NA
6364,201118,1,0,NA
40334,201118,1,0,NA
25258,201118,1,0,NA
23742,201118,1,0,NA
23126,201118,1,0,NA
37292,201118,1,0,0.334
7068,201118,1,0,NA
29172,201118,1,0,0.35
14374,201118,1,0,NA
28190,201118,1,0,0.274
14384,201118,1,0,NA
22022,201118,1,0,NA
35408,201118,1,0,NA
14382,201118,1,0,NA
15444,201118,1,0,0.278
42634,201118,1,0,0.425
39748,201118,1,0,NA
