manager,points,season,date
Jair Ventura,3,2018,2018-04-15
Roger Machado,3,2018,2018-04-22
Jair Ventura,0,2018,2018-05-27
Jair Ventura,1,2018,2018-07-20
Diego Aguirre,3,2018,2018-04-17
Diego Aguirre,1,2018,2018-05-06
Diego Aguirre,3,2018,2018-05-20
Diego Aguirre,3,2018,2018-05-31
Diego Aguirre,1,2018,2018-06-06
Diego Aguirre,3,2018,2018-06-13
Diego Aguirre,3,2018,2018-07-22
Rogério Micale,0,2018,2018-04-22
Rogério Micale,0,2018,2018-04-29
Rogério Micale,1,2018,2018-05-20
Rogério Micale,1,2018,2018-05-27
Rogério Micale,3,2018,2018-06-05
Rogério Micale,3,2018,2018-06-08
Rogério Micale,1,2018,2018-06-14
Rogério Micale,3,2018,2018-07-22
Rogério Micale,0,2018,2018-08-05
Renato Gaúcho,1,2018,2018-04-23
Renato Gaúcho,3,2018,2018-05-07
Renato Gaúcho,1,2018,2018-05-12
Renato Gaúcho,1,2018,2018-05-31
Renato Gaúcho,0,2018,2018-06-07
Renato Gaúcho,3,2018,2018-06-10
Renato Gaúcho,3,2018,2018-07-19
Renato Gaúcho,3,2018,2018-07-27
Renato Gaúcho,3,2018,2018-08-05
Fernando Diniz,3,2018,2018-04-16
Fernando Diniz,0,2018,2018-05-06
Fernando Diniz,0,2018,2018-05-13
Fernando Diniz,3,2018,2018-06-01
Fernando Diniz,0,2018,2018-06-09
Tiago Nunes,1,2018,2018-07-20
Tiago Nunes,3,2018,2018-07-29
Mano Menezes,0,2018,2018-04-14
Mano Menezes,3,2018,2018-05-06
Mano Menezes,3,2018,2018-05-13
Mano Menezes,3,2018,2018-05-31
Mano Menezes,1,2018,2018-06-07
Mano Menezes,3,2018,2018-07-20
Mano Menezes,3,2018,2018-07-23
Mano Menezes,0,2018,2018-07-29
Mano Menezes,0,2018,2018-10-25
Jair Ventura,3,2018,2018-05-14
Jair Ventura,3,2018,2018-06-03
Jair Ventura,0,2018,2018-06-11
Serginho Chulapa,1,2018,2018-07-26
Serginho Chulapa,0,2018,2018-07-30
Marcelo Chamusca,1,2018,2018-04-22
Marcelo Chamusca,0,2018,2018-04-29
Marcelo Chamusca,1,2018,2018-05-15
Lisca,1,2018,2018-06-10
Enderson Moreira,3,2018,2018-04-15
Enderson Moreira,3,2018,2018-05-01
Enderson Moreira,3,2018,2018-05-20
Enderson Moreira,0,2018,2018-05-28
Enderson Moreira,3,2018,2018-06-03
Enderson Moreira,0,2018,2018-06-08
Enderson Moreira,1,2018,2018-06-13
Adilson Batista,3,2018,2018-07-27
Adilson Batista,1,2018,2018-08-05
Nelsinho Baptista,1,2018,2018-04-24
Claudinei Oliveira,3,2018,2018-05-07
Claudinei Oliveira,3,2018,2018-05-31
Claudinei Oliveira,3,2018,2018-06-07
Claudinei Oliveira,1,2018,2018-06-14
Claudinei Oliveira,0,2018,2018-07-22
Claudinei Oliveira,1,2018,2018-08-06
Odair Hellmann,3,2018,2018-04-15
Odair Hellmann,1,2018,2018-04-30
Odair Hellmann,3,2018,2018-05-22
Odair Hellmann,3,2018,2018-05-27
Odair Hellmann,1,2018,2018-06-02
Odair Hellmann,3,2018,2018-07-24
Odair Hellmann,3,2018,2018-07-29
Guto Ferreira,3,2018,2018-04-21
Guto Ferreira,1,2018,2018-04-29
Guto Ferreira,1,2018,2018-05-13
Guto Ferreira,3,2018,2018-05-27
Guto Ferreira,0,2018,2018-06-03
Claudio Prates,1,2018,2018-06-10
Claudio Prates,3,2018,2018-06-14
Enderson Moreira,3,2018,2018-07-22
Enderson Moreira,1,2018,2018-07-31
Abel Braga,0,2018,2018-06-08
Lisca,3,2018,2018-07-28
Thiago Larghi,3,2018,2018-04-22
Thiago Larghi,3,2018,2018-04-29
Thiago Larghi,3,2018,2018-05-19
Thiago Larghi,0,2018,2018-05-27
Thiago Larghi,1,2018,2018-06-02
Thiago Larghi,3,2018,2018-06-10
Thiago Larghi,3,2018,2018-06-14
Thiago Larghi,3,2018,2018-07-26
Thiago Larghi,0,2018,2018-08-07
Maurício Barbieri,3,2018,2018-04-22
Maurício Barbieri,3,2018,2018-05-06
Maurício Barbieri,1,2018,2018-05-20
Maurício Barbieri,3,2018,2018-05-31
Maurício Barbieri,3,2018,2018-06-03
Maurício Barbieri,3,2018,2018-06-11
Maurício Barbieri,0,2018,2018-07-19
Maurício Barbieri,3,2018,2018-07-22
Maurício Barbieri,3,2018,2018-07-29
Lisca,1,2018,2018-08-11
Paulo César Carpegiani,0,2018,2018-08-19
Paulo César Carpegiani,3,2018,2018-09-10
Paulo César Carpegiani,0,2018,2018-10-27
João Burse,1,2018,2018-11-25
Osmar Loss,3,2018,2018-08-26
Jair Ventura,0,2018,2018-10-06
Jair Ventura,3,2018,2018-10-28
Marcelo Oliveira,0,2018,2018-08-14
Marcelo Oliveira,3,2018,2018-08-23
Marcelo Oliveira,1,2018,2018-09-07
Marcelo Oliveira,3,2018,2018-10-09
Fábio Moreno,3,2018,2018-12-02
Guto Ferreira,3,2018,2018-09-14
Guto Ferreira,0,2018,2018-09-25
Guto Ferreira,0,2018,2018-10-14
Alberto Valentim,0,2018,2018-09-02
Luiz Felipe Scolari,3,2018,2018-08-23
Luiz Felipe Scolari,3,2018,2018-09-09
Luiz Felipe Scolari,3,2018,2018-11-03
Luiz Felipe Scolari,3,2018,2018-11-22
Luiz Felipe Scolari,3,2018,2018-12-02
Zé Ricardo,3,2018,2018-08-26
Zé Ricardo,1,2018,2018-09-06
Zé Ricardo,1,2018,2018-10-10
Zé Ricardo,0,2018,2018-10-20
Diego Aguirre,1,2018,2018-09-02
Diego Aguirre,1,2018,2018-09-22
André Jardine,1,2018,2018-11-15
Claudinei Oliveira,0,2018,2018-09-10
Renato Gaúcho,3,2018,2018-08-13
Renato Gaúcho,1,2018,2018-08-23
Renato Gaúcho,3,2018,2018-09-01
Renato Gaúcho,3,2018,2018-09-15
Renato Gaúcho,3,2018,2018-09-23
Renato Gaúcho,1,2018,2018-10-07
Renato Gaúcho,0,2018,2018-10-27
Renato Gaúcho,3,2018,2018-11-18
Renato Gaúcho,3,2018,2018-12-02
Tiago Nunes,3,2018,2018-09-02
Tiago Nunes,3,2018,2018-09-16
Tiago Nunes,3,2018,2018-09-23
Tiago Nunes,3,2018,2018-10-28
Tiago Nunes,3,2018,2018-11-22
Cuca,1,2018,2018-09-07
Luiz Felipe Scolari,3,2018,2018-10-14
Mano Menezes,3,2018,2018-08-26
Mano Menezes,1,2018,2018-09-03
Mano Menezes,0,2018,2018-11-25
Cuca,1,2018,2018-09-28
Cuca,3,2018,2018-11-24
Lisca,1,2018,2018-10-16
Adilson Batista,1,2018,2018-08-20
Adilson Batista,1,2018,2018-08-26
Eduardo Baptista,0,2018,2018-09-23
Milton Mendes,3,2018,2018-10-06
Milton Mendes,3,2018,2018-10-21
Milton Mendes,0,2018,2018-11-18
Milton Mendes,3,2018,2018-12-02
Odair Hellmann,3,2018,2018-08-19
Odair Hellmann,1,2018,2018-08-26
Odair Hellmann,0,2018,2018-11-21
Thiago Larghi,1,2018,2018-08-24
Thiago Larghi,3,2018,2018-09-11
Thiago Larghi,3,2018,2018-09-30
Maurício Barbieri,0,2018,2018-09-02
Maurício Barbieri,3,2018,2018-09-09
Dorival Júnior,3,2018,2018-10-13
Dorival Júnior,3,2018,2018-11-15
Dorival Júnior,3,2018,2018-11-22
Dorival Júnior,0,2018,2018-12-01
Valdir,3,2018,2018-08-27
Alberto Valentim,3,2018,2018-09-25
Alberto Valentim,3,2018,2018-10-14
Enderson Moreira,3,2018,2018-10-14
Lisca,0,2018,2018-08-30
Paulo César Carpegiani,0,2018,2018-10-06
Paulo César Carpegiani,1,2018,2018-10-21
Jair Ventura,3,2018,2018-09-17
Jair Ventura,1,2018,2018-09-23
Jair Ventura,3,2018,2018-11-17
Jair Ventura,1,2018,2018-11-25
Marcelo Oliveira,3,2018,2018-09-09
Marcelo Oliveira,0,2018,2018-09-29
Marcelo Oliveira,3,2018,2018-10-21
Marcelo Oliveira,1,2018,2018-11-19
Guto Ferreira,3,2018,2018-08-12
Guto Ferreira,3,2018,2018-10-06
Claudinei Oliveira,3,2018,2018-10-28
Claudinei Oliveira,0,2018,2018-11-15
Claudinei Oliveira,3,2018,2018-11-23
Luiz Felipe Scolari,3,2018,2018-09-06
Zé Ricardo,3,2018,2018-11-04
Diego Aguirre,3,2018,2018-08-20
Diego Aguirre,1,2018,2018-11-04
André Jardine,1,2018,2018-11-26
Claudinei Oliveira,1,2018,2018-09-06
Dado Cavalcanti,0,2018,2018-11-15
Renato Gaúcho,3,2018,2018-11-11
Tiago Nunes,3,2018,2018-08-30
Tiago Nunes,3,2018,2018-08-19
Tiago Nunes,3,2018,2018-10-15
Tiago Nunes,3,2018,2018-11-10
Tiago Nunes,1,2018,2018-11-25
Luiz Felipe Scolari,3,2018,2018-09-30
Cuca,3,2018,2018-10-14
Mano Menezes,1,2018,2018-09-16
Mano Menezes,3,2018,2018-09-24
Cuca,3,2018,2018-08-18
Cuca,1,2018,2018-09-16
Cuca,3,2018,2018-10-27
Cuca,1,2018,2018-11-22
Lisca,3,2018,2018-09-06
Lisca,3,2018,2018-09-15
Lisca,1,2018,2018-11-11
Lisca,3,2018,2018-11-23
Adilson Batista,3,2018,2018-09-07
Adilson Batista,1,2018,2018-09-09
Mano Menezes,3,2018,2018-10-22
Adilson Batista,0,2018,2018-11-04
Adilson Batista,0,2018,2018-11-10
Claudinei Oliveira,0,2018,2018-08-12
Milton Mendes,3,2018,2018-11-05
Odair Hellmann,3,2018,2018-09-30
Odair Hellmann,3,2018,2018-11-04
Odair Hellmann,3,2018,2018-11-25
Enderson Moreira,3,2018,2018-08-12
Enderson Moreira,0,2018,2018-08-23
Enderson Moreira,3,2018,2018-11-15
Alberto Valentim,1,2018,2018-09-16
Thiago Larghi,3,2018,2018-08-12
Maurício Barbieri,3,2018,2018-08-24
Maurício Barbieri,3,2018,2018-09-23
Valdir,1,2018,2018-08-21
Alberto Valentim,1,2018,2018-10-27
Alberto Valentim,3,2018,2018-11-22
Alberto Valentim,0,2018,2018-11-25
Paulo César Carpegiani,0,2018,2018-09-23
Marcelo Oliveira,0,2018,2018-11-03
Marcelo Oliveira,1,2018,2018-11-11
Guto Ferreira,0,2018,2018-09-03
Guto Ferreira,3,2018,2018-09-18
Claudinei Oliveira,3,2018,2018-12-02
Marcos Paquetá,0,2018,2018-08-19
Zé Ricardo,1,2018,2018-09-30
Zé Ricardo,3,2018,2018-11-10
Zé Ricardo,3,2018,2018-11-26
Diego Aguirre,3,2018,2018-08-26
Diego Aguirre,3,2018,2018-09-09
Diego Aguirre,1,2018,2018-10-21
Rogério Micale,1,2018,2018-08-12
Dado Cavalcanti,0,2018,2018-10-22
Dado Cavalcanti,1,2018,2018-11-04
Dado Cavalcanti,1,2018,2018-12-02
Tiago Nunes,3,2018,2018-08-26
Luiz Felipe Scolari,3,2018,2018-10-21
Mano Menezes,1,2018,2018-08-19
Mano Menezes,3,2018,2018-10-28
Mano Menezes,3,2018,2018-11-15
Cuca,3,2018,2018-08-25
Cuca,3,2018,2018-09-30
Lisca,3,2018,2018-10-01
Lisca,3,2018,2018-10-30
Adilson Batista,1,2018,2018-10-20
Givanildo Oliveira,3,2018,2018-11-18
Givanildo Oliveira,3,2018,2018-11-25
Eduardo Baptista,0,2018,2018-08-23
Eduardo Baptista,1,2018,2018-09-08
Odair Hellmann,3,2018,2018-09-06
Odair Hellmann,3,2018,2018-09-09
Odair Hellmann,3,2018,2018-10-14
Odair Hellmann,1,2018,2018-10-23
Odair Hellmann,3,2018,2018-11-16
Enderson Moreira,3,2018,2018-09-06
Enderson Moreira,1,2018,2018-09-16
Enderson Moreira,1,2018,2018-09-30
Enderson Moreira,3,2018,2018-11-23
Thiago Larghi,3,2018,2018-09-06
Thiago Larghi,1,2018,2018-10-15
Levir Culpi,3,2018,2018-11-18
Levir Culpi,3,2018,2018-12-01
Maurício Barbieri,3,2018,2018-08-12
Dorival Júnior,1,2018,2018-10-28
Enderson Moreira,1,2018,2018-12-02
Paulo César Carpegiani,3,2018,2018-09-01
João Burse,1,2018,2018-11-11
João Burse,0,2018,2018-11-17
Osmar Loss,0,2018,2018-08-19
Osmar Loss,1,2018,2018-09-02
Luiz Felipe Scolari,3,2018,2018-11-15
Zé Ricardo,3,2018,2018-11-18
Diego Aguirre,0,2018,2018-10-06
André Jardine,3,2018,2018-11-18
Claudinei Oliveira,1,2018,2018-08-23
Claudinei Oliveira,1,2018,2018-10-02
Tiago Nunes,3,2018,2018-10-06
Cuca,0,2018,2018-11-12
Mano Menezes,3,2018,2018-11-22
Adilson Batista,1,2018,2018-09-30
Eduardo Baptista,3,2018,2018-09-02
Milton Mendes,1,2018,2018-11-15
Alberto Valentim,1,2018,2018-11-14
Paulo César Carpegiani,3,2018,2018-08-26
Jair Ventura,1,2018,2018-11-10
Zé Ricardo,3,2018,2018-09-16
Lisca,1,2018,2018-12-02
Enderson Moreira,3,2018,2018-11-04
Levir Culpi,0,2018,2018-11-03
Levir Culpi,1,2018,2018-11-11
Dado Cavalcanti,1,2018,2018-11-18
Jair Ventura,0,2016,2016-09-15
Zé Ricardo,3,2016,2016-09-25
Zé Ricardo,3,2016,2016-10-09
Zé Ricardo,1,2016,2016-10-23
Levir Culpi,0,2016,2016-10-13
Celso Roth,3,2016,2016-10-16
Roger Machado,3,2016,2016-05-22
Roger Machado,3,2016,2016-05-29
Roger Machado,3,2016,2016-06-05
Roger Machado,3,2016,2016-06-30
Roger Machado,3,2016,2016-07-10
Roger Machado,3,2016,2016-07-24
Roger Machado,1,2016,2016-08-05
Roger Machado,3,2016,2016-08-14
Roger Machado,1,2016,2016-08-28
Roger Machado,1,2016,2016-09-12
Renato Gaúcho,3,2016,2016-09-25
Renato Gaúcho,3,2016,2016-10-13
Renato Gaúcho,1,2016,2016-10-23
Renato Gaúcho,3,2016,2016-11-20
Jair Ventura,3,2016,2016-09-04
Jair Ventura,3,2016,2016-08-21
Jair Ventura,3,2016,2016-09-07
Jair Ventura,3,2016,2016-10-01
Jair Ventura,3,2016,2016-10-13
Jair Ventura,3,2016,2016-10-16
Jair Ventura,1,2016,2016-10-29
Jair Ventura,1,2016,2016-11-26
Mano Menezes,3,2016,2016-08-28
Mano Menezes,0,2016,2016-09-11
Mano Menezes,3,2016,2016-10-02
Mano Menezes,3,2016,2016-10-09
Mano Menezes,1,2016,2016-10-16
Mano Menezes,1,2016,2016-11-20
Muricy Ramalho,3,2016,2016-05-14
Zé Ricardo,3,2016,2016-06-03
Zé Ricardo,0,2016,2016-06-26
Zé Ricardo,3,2016,2016-06-30
Zé Ricardo,3,2016,2016-07-10
Zé Ricardo,3,2016,2016-07-26
Zé Ricardo,3,2016,2016-08-06
Zé Ricardo,3,2016,2016-08-21
Zé Ricardo,3,2016,2016-09-08
Zé Ricardo,3,2016,2016-09-18
Zé Ricardo,1,2016,2016-11-05
Zé Ricardo,3,2016,2016-11-27
Cuca,3,2016,2016-05-14
Cuca,3,2016,2016-05-26
Cuca,3,2016,2016-06-12
Cuca,3,2016,2016-06-18
Cuca,3,2016,2016-06-22
Cuca,3,2016,2016-07-01
Cuca,1,2016,2016-07-13
Cuca,0,2016,2016-07-24
Cuca,3,2016,2016-08-07
Cuca,1,2016,2016-08-21
Cuca,1,2016,2016-09-15
Cuca,3,2016,2016-09-24
Cuca,1,2016,2016-10-13
Cuca,3,2016,2016-11-06
Cuca,3,2016,2016-11-20
Cuca,3,2016,2016-11-27
Dorival Júnior,0,2016,2016-05-29
Dorival Júnior,3,2016,2016-06-16
Dorival Júnior,3,2016,2016-06-26
Dorival Júnior,3,2016,2016-07-03
Dorival Júnior,3,2016,2016-07-16
Dorival Júnior,3,2016,2016-07-31
Dorival Júnior,1,2016,2016-08-04
Dorival Júnior,3,2016,2016-08-14
Dorival Júnior,0,2016,2016-08-28
Dorival Júnior,3,2016,2016-09-19
Dorival Júnior,3,2016,2016-10-01
Dorival Júnior,3,2016,2016-10-06
Dorival Júnior,3,2016,2016-10-29
Dorival Júnior,3,2016,2016-11-17
Dorival Júnior,3,2016,2016-12-11
Levir Culpi,1,2016,2016-05-21
Levir Culpi,3,2016,2016-06-17
Levir Culpi,1,2016,2016-07-02
Levir Culpi,3,2016,2016-07-31
Levir Culpi,3,2016,2016-09-03
Levir Culpi,3,2016,2016-08-14
Levir Culpi,0,2016,2016-09-16
Marcão,1,2016,2016-11-15
Marcão,1,2016,2016-12-11
Milton Mendes,3,2016,2016-05-15
Milton Mendes,3,2016,2016-06-16
Milton Mendes,3,2016,2016-07-10
Milton Mendes,0,2016,2016-07-23
Doriva,3,2016,2016-09-15
Adriano Teixeira,3,2016,2016-11-06
Adriano Teixeira,3,2016,2016-11-27
Edgardo Bauza,3,2016,2016-05-29
Edgardo Bauza,0,2016,2016-06-12
Edgardo Bauza,3,2016,2016-06-16
Edgardo Bauza,1,2016,2016-06-24
Edgardo Bauza,3,2016,2016-06-30
Edgardo Bauza,3,2016,2016-07-10
André Jardine,0,2016,2016-08-14
Pintado,3,2016,2016-12-11
Givanildo Oliveira,1,2016,2016-05-26
Sérgio Vieira,3,2016,2016-06-05
Sérgio Vieira,3,2016,2016-06-19
Enderson Moreira,1,2016,2016-07-31
Enderson Moreira,3,2016,2016-08-07
Enderson Moreira,0,2016,2016-08-20
Enderson Moreira,3,2016,2016-09-20
Enderson Moreira,3,2016,2016-09-25
Enderson Moreira,3,2016,2016-10-25
Guto Ferreira,1,2016,2016-06-05
Guto Ferreira,1,2016,2016-06-23
Caio Júnior,0,2016,2016-07-09
Caio Júnior,1,2016,2016-08-05
Caio Júnior,3,2016,2016-08-16
Caio Júnior,3,2016,2016-09-11
Caio Júnior,3,2016,2016-10-12
Caio Júnior,3,2016,2016-11-06
Tite,1,2016,2016-05-15
Tite,3,2016,2016-05-26
Tite,3,2016,2016-06-02
Cristóvão Borges,3,2016,2016-06-26
Cristóvão Borges,3,2016,2016-07-03
Cristóvão Borges,1,2016,2016-07-23
Cristóvão Borges,1,2016,2016-08-09
Alessandro,3,2016,2016-09-09
Alessandro,0,2016,2016-09-25
Fábio Carille,1,2016,2016-10-06
Oswaldo de Oliveira,3,2016,2016-10-17
Oswaldo de Oliveira,1,2016,2016-10-29
Oswaldo de Oliveira,3,2016,2016-11-21
Oswaldo de Oliveira,1,2016,2016-11-27
Gilson Kleina,3,2016,2016-05-15
Gilson Kleina,1,2016,2016-05-26
Pachequinho,3,2016,2016-06-30
Márcio Goiano,0,2016,2016-07-31
Paulo César Carpegiani,3,2016,2016-08-22
Paulo César Carpegiani,3,2016,2016-09-08
Paulo César Carpegiani,3,2016,2016-10-04
Paulo César Carpegiani,1,2016,2016-10-13
Paulo César Carpegiani,3,2016,2016-11-06
Paulo César Carpegiani,3,2016,2016-11-17
Vágner Mancini,3,2016,2016-06-05
Vágner Mancini,0,2016,2016-06-19
Vágner Mancini,1,2016,2016-07-11
Vágner Mancini,3,2016,2016-08-04
Vágner Mancini,3,2016,2016-08-29
Argel Fucks,0,2016,2016-10-06
Argel Fucks,3,2016,2016-11-20
Eduardo Baptista,3,2016,2016-05-21
Eduardo Baptista,3,2016,2016-06-11
Eduardo Baptista,3,2016,2016-07-03
Eduardo Baptista,3,2016,2016-08-13
Eduardo Baptista,3,2016,2016-08-27
Eduardo Baptista,1,2016,2016-10-12
Eduardo Baptista,3,2016,2016-09-15
Eduardo Baptista,3,2016,2016-10-13
Eduardo Baptista,3,2016,2016-10-17
Eduardo Baptista,0,2016,2016-11-06
Eduardo Baptista,3,2016,2016-11-20
Eduardo Baptista,3,2016,2016-12-11
Diego Aguirre,3,2016,2016-05-14
Marcelo Oliveira,3,2016,2016-06-19
Marcelo Oliveira,3,2016,2016-06-23
Marcelo Oliveira,3,2016,2016-07-19
Marcelo Oliveira,3,2016,2016-07-31
Marcelo Oliveira,3,2016,2016-08-09
Marcelo Oliveira,3,2016,2016-08-21
Marcelo Oliveira,3,2016,2016-09-08
Marcelo Oliveira,3,2016,2016-09-16
Marcelo Oliveira,3,2016,2016-10-13
Marcelo Oliveira,3,2016,2016-10-24
Paulo Autuori,1,2016,2016-05-22
Paulo Autuori,3,2016,2016-05-28
Paulo Autuori,3,2016,2016-06-04
Paulo Autuori,3,2016,2016-06-18
Paulo Autuori,3,2016,2016-06-26
Paulo Autuori,3,2016,2016-07-02
Paulo Autuori,1,2016,2016-07-17
Paulo Autuori,3,2016,2016-07-24
Paulo Autuori,3,2016,2016-08-04
Paulo Autuori,3,2016,2016-08-30
Paulo Autuori,3,2016,2016-09-25
Paulo Autuori,3,2016,2016-10-16
Paulo Autuori,3,2016,2016-10-29
Paulo Autuori,3,2016,2016-11-20
Paulo Autuori,1,2016,2016-12-11
Oswaldo de Oliveira,0,2016,2016-05-29
Falcão,3,2016,2016-06-19
Falcão,3,2016,2016-06-26
Oswaldo de Oliveira,3,2016,2016-07-17
Oswaldo de Oliveira,3,2016,2016-07-30
Oswaldo de Oliveira,3,2016,2016-08-13
Oswaldo de Oliveira,3,2016,2016-09-25
Daniel Paulista,3,2016,2016-10-17
Daniel Paulista,3,2016,2016-10-28
Daniel Paulista,3,2016,2016-12-11
Argel Fucks,1,2016,2016-05-15
Argel Fucks,3,2016,2016-05-26
Argel Fucks,3,2016,2016-06-02
Argel Fucks,3,2016,2016-06-17
Celso Roth,0,2016,2016-09-16
Celso Roth,3,2016,2016-10-02
Celso Roth,3,2016,2016-10-07
Lisca,1,2016,2016-11-18
Lisca,3,2016,2016-11-27
Vinícius Eutrópio,1,2016,2016-05-15
Vinícius Eutrópio,3,2016,2016-06-02
Vinícius Eutrópio,3,2016,2016-06-12
Vinícius Eutrópio,3,2016,2016-06-19
Vinícius Eutrópio,1,2016,2016-06-26
Argel Fucks,1,2016,2016-07-17
Argel Fucks,3,2016,2016-07-30
Argel Fucks,1,2016,2016-09-04
Tuca Guimarães,3,2016,2016-09-07
Marquinhos Santos,3,2016,2016-09-25
Marquinhos Santos,0,2016,2016-10-09
Marquinhos Santos,0,2016,2016-10-16
Tuca Guimarães,1,2016,2016-10-29
Marquinhos Santos,3,2016,2016-11-27
Renato Gaúcho,0,2016,2016-09-18
Renato Gaúcho,0,2016,2016-11-07
Renato Gaúcho,0,2016,2016-12-11
Jair Ventura,0,2016,2016-11-16
Mano Menezes,3,2016,2016-08-05
Mano Menezes,1,2016,2016-09-18
Mano Menezes,3,2016,2016-11-06
Mano Menezes,3,2016,2016-12-11
Jayme de Almeida,1,2016,2016-05-26
Zé Ricardo,0,2016,2016-06-05
Zé Ricardo,1,2016,2016-06-19
Zé Ricardo,1,2016,2016-11-20
Cuca,3,2016,2016-06-03
Cuca,3,2016,2016-10-23
Dorival Júnior,3,2016,2016-05-22
Dorival Júnior,3,2016,2016-09-11
Dorival Júnior,1,2016,2016-10-17
Levir Culpi,1,2016,2016-06-11
Levir Culpi,3,2016,2016-09-13
Levir Culpi,3,2016,2016-10-01
Levir Culpi,1,2016,2016-10-28
Milton Mendes,0,2016,2016-06-02
Milton Mendes,0,2016,2016-06-13
Milton Mendes,0,2016,2016-06-23
Milton Mendes,0,2016,2016-08-07
Doriva,0,2016,2016-08-21
Doriva,1,2016,2016-09-07
Doriva,0,2016,2016-10-04
Doriva,0,2016,2016-10-13
Doriva,0,2016,2016-10-20
Adriano Teixeira,1,2016,2016-11-20
Edgardo Bauza,0,2016,2016-05-22
Givanildo Oliveira,0,2016,2016-05-15
Sérgio Vieira,0,2016,2016-06-26
Sérgio Vieira,0,2016,2016-06-30
Enderson Moreira,0,2016,2016-09-09
Enderson Moreira,0,2016,2016-10-09
Enderson Moreira,0,2016,2016-11-17
Enderson Moreira,1,2016,2016-11-26
Guto Ferreira,3,2016,2016-05-22
Guto Ferreira,1,2016,2016-05-29
Caio Júnior,0,2016,2016-08-28
Caio Júnior,1,2016,2016-09-18
Caio Júnior,0,2016,2016-10-24
Tite,3,2016,2016-06-05
Cristóvão Borges,1,2016,2016-07-17
Cristóvão Borges,3,2016,2016-08-23
Cristóvão Borges,0,2016,2016-09-17
Pachequinho,3,2016,2016-06-12
Pachequinho,1,2016,2016-06-16
Pachequinho,1,2016,2016-06-24
Paulo César Carpegiani,3,2016,2016-08-07
Paulo César Carpegiani,1,2016,2016-09-15
Paulo César Carpegiani,1,2016,2016-10-24
Paulo César Carpegiani,0,2016,2016-11-28
Vágner Mancini,1,2016,2016-05-29
Vágner Mancini,1,2016,2016-06-26
Vágner Mancini,3,2016,2016-06-30
Vágner Mancini,1,2016,2016-08-14
Vágner Mancini,0,2016,2016-09-11
Argel Fucks,0,2016,2016-09-19
Argel Fucks,0,2016,2016-10-23
Eduardo Baptista,3,2016,2016-06-16
Eduardo Baptista,3,2016,2016-07-10
Eduardo Baptista,1,2016,2016-07-24
Marcelo Oliveira,1,2016,2016-06-02
Marcelo Oliveira,3,2016,2016-09-26
Marcelo Oliveira,1,2016,2016-10-29
Marcelo Oliveira,1,2016,2016-11-18
Diogo Giacomini,0,2016,2016-11-27
Paulo Autuori,0,2016,2016-08-14
Paulo Autuori,3,2016,2016-09-11
Paulo Autuori,3,2016,2016-10-06
Oswaldo de Oliveira,0,2016,2016-07-05
Oswaldo de Oliveira,1,2016,2016-08-04
Oswaldo de Oliveira,1,2016,2016-08-28
Oswaldo de Oliveira,3,2016,2016-09-11
Oswaldo de Oliveira,0,2016,2016-09-18
Daniel Paulista,0,2016,2016-11-17
Argel Fucks,3,2016,2016-06-11
Argel Fucks,0,2016,2016-07-03
Falcão,0,2016,2016-07-17
Falcão,0,2016,2016-07-31
Falcão,1,2016,2016-08-07
Celso Roth,3,2016,2016-09-09
Vinícius Eutrópio,1,2016,2016-05-26
Vinícius Eutrópio,1,2016,2016-07-04
Argel Fucks,0,2016,2016-08-21
Tuca Guimarães,1,2016,2016-09-15
Marquinhos Santos,1,2016,2016-11-17
Roger Machado,0,2016,2016-06-24
Mano Menezes,1,2016,2016-08-14
Levir Culpi,0,2016,2016-06-23
Levir Culpi,0,2016,2016-08-28
Milton Mendes,0,2016,2016-07-01
Edgardo Bauza,1,2016,2016-07-31
Edgardo Bauza,0,2016,2016-08-04
Givanildo Oliveira,0,2016,2016-06-03
Sérgio Vieira,0,2016,2016-07-17
Guto Ferreira,1,2016,2016-06-16
Gilson Kleina,0,2016,2016-06-02
Vágner Mancini,3,2016,2016-05-22
Vágner Mancini,0,2016,2016-07-24
Argel Fucks,3,2016,2016-11-06
Argel Fucks,0,2016,2016-12-11
Eduardo Baptista,0,2016,2016-05-29
Eduardo Baptista,0,2016,2016-10-01
Marcelo Oliveira,0,2016,2016-05-27
Caio Júnior,0,2016,2016-10-01
Oswaldo de Oliveira,1,2016,2016-06-05
Luiz Felipe Scolari,1,2015,2015-05-10
James Freitas,3,2015,2015-05-24
Roger Machado,3,2015,2015-06-04
Roger Machado,3,2015,2015-06-14
Roger Machado,3,2015,2015-06-21
Roger Machado,3,2015,2015-07-02
Roger Machado,3,2015,2015-07-11
Roger Machado,1,2015,2015-07-26
Roger Machado,3,2015,2015-08-09
Roger Machado,3,2015,2015-08-16
Roger Machado,1,2015,2015-08-30
Roger Machado,3,2015,2015-09-06
Roger Machado,0,2015,2015-09-13
Roger Machado,3,2015,2015-09-27
Roger Machado,3,2015,2015-10-16
Roger Machado,0,2015,2015-10-18
Roger Machado,3,2015,2015-11-01
Roger Machado,3,2015,2015-11-19
Roger Machado,3,2015,2015-11-29
Gilson Kleina,1,2015,2015-05-10
Gilson Kleina,3,2015,2015-05-24
Gilson Kleina,0,2015,2015-06-04
Gilson Kleina,1,2015,2015-06-14
Gilson Kleina,0,2015,2015-06-27
Gilson Kleina,1,2015,2015-07-05
