manager,points,season,date
Oswaldo de Oliveira,1,2019,2019-09-27
Marcão,0,2019,2019-10-18
Marcão,1,2019,2019-10-27
Marcão,1,2019,2019-11-02
Marcão,1,2019,2019-11-16
Marcão,3,2019,2019-11-28
Marcão,1,2019,2019-12-04
Cuca,3,2019,2019-08-10
Cuca,3,2019,2019-08-18
Cuca,1,2019,2019-08-31
Cuca,1,2019,2019-09-16
Cuca,0,2019,2019-09-26
Fernando Diniz,3,2019,2019-10-05
Fernando Diniz,3,2019,2019-10-27
Fernando Diniz,0,2019,2019-11-07
Fernando Diniz,3,2019,2019-11-28
Fernando Diniz,3,2019,2019-12-04
Emerson Cris,1,2019,2019-07-28
Emerson Cris,3,2019,2019-08-19
Emerson Cris,0,2019,2019-09-01
Emerson Cris,0,2019,2019-09-15
Marquinhos Santos,0,2019,2019-10-03
Marquinhos Santos,0,2019,2019-10-06
Marquinhos Santos,0,2019,2019-11-03
Marquinhos Santos,3,2019,2019-11-17
Marquinhos Santos,0,2019,2019-11-27
Marquinhos Santos,3,2019,2019-12-04
Fábio Carille,3,2019,2019-05-01
Fábio Carille,3,2019,2019-08-08
Fábio Carille,1,2019,2019-08-05
Fábio Carille,3,2019,2019-08-17
Fábio Carille,3,2019,2019-09-02
Fábio Carille,1,2019,2019-09-07
Fábio Carille,3,2019,2019-09-22
Fábio Carille,1,2019,2019-10-26
Coelho,1,2019,2019-11-17
Coelho,3,2019,2019-11-27
Tiago Nunes,0,2019,2019-08-22
Tiago Nunes,3,2019,2019-08-18
Tiago Nunes,3,2019,2019-09-01
Tiago Nunes,0,2019,2019-09-15
Tiago Nunes,3,2019,2019-09-27
Tiago Nunes,3,2019,2019-10-27
Tiago Nunes,3,2019,2019-11-03
Eduardo Barros,1,2019,2019-11-06
Eduardo Barros,3,2019,2019-11-17
Eduardo Barros,3,2019,2019-11-27
Eduardo Barros,3,2019,2019-12-04
Rodrigo Santana,3,2019,2019-08-05
Rodrigo Santana,3,2019,2019-08-11
Rodrigo Santana,0,2019,2019-08-24
Rodrigo Santana,0,2019,2019-09-15
Rodrigo Santana,0,2019,2019-10-03
Vágner Mancini,0,2019,2019-10-30
Vágner Mancini,3,2019,2019-11-06
Vágner Mancini,0,2019,2019-11-24
Vágner Mancini,3,2019,2019-12-01
Vágner Mancini,3,2019,2019-12-04
Odair Hellmann,3,2019,2019-05-01
Odair Hellmann,3,2019,2019-07-28
Odair Hellmann,1,2019,2019-08-11
Odair Hellmann,3,2019,2019-09-01
Odair Hellmann,3,2019,2019-09-08
Odair Hellmann,3,2019,2019-09-22
Ricardo Colbachini,0,2019,2019-10-20
Zé Ricardo,1,2019,2019-11-01
Zé Ricardo,1,2019,2019-11-24
Zé Ricardo,0,2019,2019-11-27
Vanderlei Luxemburgo,1,2019,2019-08-05
Vanderlei Luxemburgo,0,2019,2019-08-18
Vanderlei Luxemburgo,3,2019,2019-08-25
Vanderlei Luxemburgo,0,2019,2019-09-07
Vanderlei Luxemburgo,1,2019,2019-09-22
Vanderlei Luxemburgo,0,2019,2019-10-05
Vanderlei Luxemburgo,3,2019,2019-10-13
Vanderlei Luxemburgo,3,2019,2019-10-17
Vanderlei Luxemburgo,0,2019,2019-10-31
Vanderlei Luxemburgo,0,2019,2019-11-06
Vanderlei Luxemburgo,1,2019,2019-11-18
Vanderlei Luxemburgo,3,2019,2019-12-02
Marcelo Cabo,3,2019,2019-05-28
Marcelo Cabo,0,2019,2019-06-10
Argel Fucks,0,2019,2019-07-21
Renato Gaúcho,0,2019,2019-05-06
Renato Gaúcho,3,2019,2019-05-26
Renato Gaúcho,3,2019,2019-06-09
Renato Gaúcho,0,2019,2019-10-17
Renato Gaúcho,0,2019,2019-11-17
Geninho,1,2019,2019-05-02
Geninho,1,2019,2019-05-13
Alberto Valentim,1,2019,2019-07-22
Evando,0,2019,2019-11-24
Alberto Valentim,0,2019,2019-11-07
Mano Menezes,0,2019,2019-05-27
Mano Menezes,1,2019,2019-07-14
Abel Braga,1,2019,2019-10-10
Abel Braga,1,2019,2019-11-10
Abel Braga,1,2019,2019-11-18
Roger Machado,3,2019,2019-04-28
Roger Machado,1,2019,2019-11-17
Abel Braga,3,2019,2019-05-12
Abel Braga,3,2019,2019-05-26
Jorge Jesus,3,2019,2019-11-10
Adilson Batista,1,2019,2019-11-24
Rogério Ceni,3,2019,2019-05-02
Rogério Ceni,0,2019,2019-05-13
Rogério Ceni,1,2019,2019-05-27
Rogério Ceni,3,2019,2019-10-19
Rogério Ceni,3,2019,2019-11-10
Claudinei Oliveira,3,2019,2019-05-19
Claudinei Oliveira,3,2019,2019-06-11
Ney Franco,1,2019,2019-10-17
Luiz Felipe Scolari,3,2019,2019-05-05
Mano Menezes,3,2019,2019-10-13
Mano Menezes,1,2019,2019-11-09
Jorge Sampaoli,3,2019,2019-06-10
Jorge Sampaoli,3,2019,2019-10-10
Jorge Sampaoli,3,2019,2019-12-08
Fernando Diniz,0,2019,2019-04-29
Fernando Diniz,1,2019,2019-06-10
Marcão,3,2019,2019-10-13
Cuca,1,2019,2019-05-19
Fernando Diniz,3,2019,2019-10-13
Fernando Diniz,0,2019,2019-11-10
Ney Franco,1,2019,2019-05-05
Ney Franco,0,2019,2019-06-03
Marquinhos Santos,1,2019,2019-10-14
Marquinhos Santos,0,2019,2019-11-10
Fábio Carille,3,2019,2019-07-14
Fábio Carille,1,2019,2019-10-11
Fábio Carille,0,2019,2019-10-20
Tiago Nunes,3,2019,2019-06-02
Tiago Nunes,1,2019,2019-09-30
Tiago Nunes,0,2019,2019-10-13
Rodrigo Santana,3,2019,2019-05-19
Rodrigo Santana,3,2019,2019-06-03
Rodrigo Santana,1,2019,2019-06-14
Rodrigo Santana,1,2019,2019-07-21
Odair Hellmann,3,2019,2019-05-12
Odair Hellmann,3,2019,2019-06-13
Odair Hellmann,1,2019,2019-07-21
Zé Ricardo,3,2019,2019-11-10
Marcos Valadares,1,2019,2019-05-05
Vanderlei Luxemburgo,1,2019,2019-12-08
Marcelo Cabo,1,2019,2019-05-05
Marcelo Cabo,0,2019,2019-06-13
Jacozinho,0,2019,2019-12-08
Renato Gaúcho,0,2019,2019-04-28
Renato Gaúcho,3,2019,2019-07-13
Geninho,0,2019,2019-05-28
Geninho,1,2019,2019-06-09
Alberto Valentim,1,2019,2019-10-11
Eduardo Barroca,3,2019,2019-05-05
Eduardo Barroca,3,2019,2019-06-02
Eduardo Barroca,0,2019,2019-07-21
Alberto Valentim,3,2019,2019-11-11
Mano Menezes,3,2019,2019-05-05
Mano Menezes,1,2019,2019-06-09
Abel Braga,1,2019,2019-10-06
Roger Machado,3,2019,2019-05-06
Roger Machado,0,2019,2019-07-14
Roger Machado,0,2019,2019-10-06
Abel Braga,3,2019,2019-04-28
Marcelo Salles,3,2019,2019-06-01
Jorge Jesus,3,2019,2019-10-11
Jorge Jesus,3,2019,2019-10-20
Enderson Moreira,3,2019,2019-04-28
Enderson Moreira,0,2019,2019-05-05
Enderson Moreira,3,2019,2019-05-20
Enderson Moreira,3,2019,2019-07-21
Adilson Batista,0,2019,2019-10-06
Rogério Ceni,3,2019,2019-06-13
Rogério Ceni,3,2019,2019-07-13
Rogério Ceni,3,2019,2019-10-10
Rogério Ceni,3,2019,2019-11-17
Claudinei Oliveira,0,2019,2019-05-02
Claudinei Oliveira,3,2019,2019-06-14
Luiz Felipe Scolari,3,2019,2019-04-29
Luiz Felipe Scolari,3,2019,2019-05-19
Luiz Felipe Scolari,3,2019,2019-06-08
Luiz Felipe Scolari,3,2019,2019-06-14
Jorge Sampaoli,3,2019,2019-06-13
Fernando Diniz,3,2019,2019-05-18
Marcão,3,2019,2019-09-29
Cuca,3,2019,2019-04-27
Cuca,1,2019,2019-05-05
Fernando Diniz,3,2019,2019-10-20
Ney Franco,1,2019,2019-06-14
Ney Franco,0,2019,2019-07-15
Fábio Carille,1,2019,2019-05-12
Fábio Carille,1,2019,2019-07-21
Coelho,3,2019,2019-11-06
Tiago Nunes,3,2019,2019-04-28
Tiago Nunes,0,2019,2019-05-19
Rodrigo Santana,0,2019,2019-05-12
Rodrigo Santana,3,2019,2019-09-30
Vágner Mancini,3,2019,2019-10-20
Odair Hellmann,3,2019,2019-05-19
Odair Hellmann,3,2019,2019-06-03
Odair Hellmann,1,2019,2019-09-29
Zé Ricardo,3,2019,2019-12-08
Marcos Valadares,0,2019,2019-05-02
Vanderlei Luxemburgo,3,2019,2019-07-20
Evando,0,2019,2019-10-18
Alberto Valentim,3,2019,2019-11-24
Alberto Valentim,1,2019,2019-12-08
Mano Menezes,3,2019,2019-05-02
Adilson Batista,0,2019,2019-12-08
Roger Machado,3,2019,2019-05-27
Roger Machado,1,2019,2019-07-20
Enderson Moreira,0,2019,2019-06-02
Enderson Moreira,1,2019,2019-06-09
Claudinei Oliveira,3,2019,2019-05-12
Ney Franco,3,2019,2019-10-01
Ney Franco,3,2019,2019-12-08
Jorge Sampaoli,3,2019,2019-05-03
Jorge Sampaoli,3,2019,2019-10-18
Fernando Diniz,1,2019,2019-07-16
Ney Franco,3,2019,2019-04-28
Ney Franco,0,2019,2019-05-19
Marquinhos Santos,1,2019,2019-10-21
Fábio Carille,3,2019,2019-05-27
Coelho,0,2019,2019-12-08
Tiago Nunes,3,2019,2019-05-13
Rodrigo Santana,3,2019,2019-04-28
Rodrigo Santana,0,2019,2019-10-14
Ricardo Colbachini,1,2019,2019-10-13
Vanderlei Luxemburgo,3,2019,2019-06-14
Jorge Jesus,3,2019,2019-07-14
Adilson Batista,3,2019,2019-10-13
Rogério Ceni,3,2019,2019-12-08
Ney Franco,0,2019,2019-11-09
Jorge Sampaoli,1,2019,2019-05-26
Cuca,3,2019,2019-07-23
Tiago Nunes,3,2019,2019-07-14
Vanderlei Luxemburgo,1,2019,2019-05-20
Eduardo Barroca,3,2019,2019-05-03
Eduardo Barroca,0,2019,2019-05-25
Eduardo Barroca,0,2019,2019-06-13
Jorge Sampaoli,3,2019,2019-05-12
Jorge Sampaoli,1,2019,2019-11-16
Fernando Diniz,0,2019,2019-05-11
Cuca,1,2019,2019-06-02
Cuca,1,2019,2019-07-14
Fábio Carille,3,2019,2019-09-29
Tiago Nunes,1,2019,2019-10-21
Vanderlei Luxemburgo,3,2019,2019-06-08
Roger Machado,3,2019,2019-06-02
Vágner Mancini,3,2017,2017-05-21
Vágner Mancini,3,2017,2017-05-30
Vágner Mancini,0,2017,2017-06-09
Vágner Mancini,3,2017,2017-06-15
Vágner Mancini,0,2017,2017-06-18
Vágner Mancini,0,2017,2017-06-26
Vinícius Eutrópio,1,2017,2017-07-09
Vinícius Eutrópio,3,2017,2017-07-16
Vinícius Eutrópio,0,2017,2017-07-30
Vinícius Eutrópio,1,2017,2017-08-03
Vinícius Eutrópio,0,2017,2017-08-24
Vinícius Eutrópio,0,2017,2017-09-11
Emerson Cris,3,2017,2017-09-24
Emerson Cris,0,2017,2017-10-15
Emerson Cris,3,2017,2017-10-22
Gilson Kleina,1,2017,2017-11-05
Gilson Kleina,3,2017,2017-11-13
Gilson Kleina,3,2017,2017-11-16
Gilson Kleina,3,2017,2017-12-03
Cuca,3,2017,2017-05-14
Cuca,1,2017,2017-06-04
Cuca,3,2017,2017-06-10
Cuca,3,2017,2017-06-22
Cuca,0,2017,2017-07-13
Cuca,3,2017,2017-07-16
Cuca,3,2017,2017-07-30
Cuca,0,2017,2017-08-06
Cuca,0,2017,2017-08-21
Cuca,3,2017,2017-08-27
Cuca,0,2017,2017-10-01
Cuca,1,2017,2017-10-13
Alberto Valentim,1,2017,2017-10-30
Alberto Valentim,3,2017,2017-11-12
Alberto Valentim,3,2017,2017-11-16
Alberto Valentim,3,2017,2017-11-27
Guto Ferreira,3,2017,2017-05-14
Preto Casagrande,3,2017,2017-08-06
Preto Casagrande,3,2017,2017-08-20
Preto Casagrande,0,2017,2017-08-27
Preto Casagrande,3,2017,2017-09-25
Preto Casagrande,1,2017,2017-09-30
Paulo César Carpegiani,3,2017,2017-10-15
Paulo César Carpegiani,3,2017,2017-10-22
Paulo César Carpegiani,3,2017,2017-11-05
Paulo César Carpegiani,1,2017,2017-11-12
Paulo César Carpegiani,3,2017,2017-11-17
Paulo César Carpegiani,0,2017,2017-11-26
Dejan Petkovic,0,2017,2017-05-21
Dejan Petkovic,0,2017,2017-05-28
Paulo Autuori,0,2017,2017-05-21
Eduardo Baptista,1,2017,2017-05-28
Eduardo Baptista,0,2017,2017-06-12
Eduardo Baptista,3,2017,2017-06-22
Eduardo Baptista,3,2017,2017-06-25
Fabiano Soares,0,2017,2017-07-13
Fabiano Soares,1,2017,2017-07-21
Fabiano Soares,0,2017,2017-07-24
Fabiano Soares,3,2017,2017-08-04
Fabiano Soares,3,2017,2017-08-14
Fabiano Soares,1,2017,2017-09-10
Fabiano Soares,3,2017,2017-09-17
Fabiano Soares,0,2017,2017-10-02
Fabiano Soares,1,2017,2017-10-12
Fabiano Soares,3,2017,2017-10-22
Fabiano Soares,1,2017,2017-10-29
Fabiano Soares,0,2017,2017-11-09
Fabiano Soares,3,2017,2017-11-19
Fabiano Soares,3,2017,2017-12-03
Renato Gaúcho,3,2017,2017-05-15
Renato Gaúcho,3,2017,2017-06-04
Renato Gaúcho,3,2017,2017-06-23
Renato Gaúcho,0,2017,2017-06-25
Renato Gaúcho,0,2017,2017-07-09
Renato Gaúcho,3,2017,2017-07-16
Renato Gaúcho,1,2017,2017-07-31
Renato Gaúcho,3,2017,2017-08-06
Renato Gaúcho,1,2017,2017-08-20
Renato Gaúcho,3,2017,2017-08-26
Renato Gaúcho,0,2017,2017-09-17
Renato Gaúcho,3,2017,2017-10-01
Renato Gaúcho,0,2017,2017-10-12
Renato Gaúcho,0,2017,2017-10-22
Renato Gaúcho,3,2017,2017-11-05
Renato Gaúcho,3,2017,2017-11-15
Renato Gaúcho,1,2017,2017-11-26
Fábio Carille,1,2017,2017-05-14
Fábio Carille,3,2017,2017-06-04
Fábio Carille,3,2017,2017-06-11
Fábio Carille,3,2017,2017-06-15
Fábio Carille,3,2017,2017-07-02
Fábio Carille,3,2017,2017-07-09
Fábio Carille,1,2017,2017-07-16
Fábio Carille,1,2017,2017-07-30
Fábio Carille,3,2017,2017-08-06
Fábio Carille,0,2017,2017-08-19
Fábio Carille,0,2017,2017-08-27
Fábio Carille,3,2017,2017-09-17
Fábio Carille,3,2017,2017-10-12
Fábio Carille,1,2017,2017-10-18
Fábio Carille,3,2017,2017-11-05
Fábio Carille,3,2017,2017-11-11
Fábio Carille,3,2017,2017-11-16
Fábio Carille,1,2017,2017-11-26
Vanderlei Luxemburgo,3,2017,2017-07-14
Vanderlei Luxemburgo,0,2017,2017-07-23
Marcelo Cabo,0,2017,2017-05-21
Marcelo Cabo,0,2017,2017-05-28
Doriva,0,2017,2017-07-08
João Paulo Sanches,0,2017,2017-09-24
João Paulo Sanches,0,2017,2017-10-18
João Paulo Sanches,0,2017,2017-11-04
Renato Gaúcho,1,2017,2017-11-12
Milton Mendes,3,2017,2017-05-21
Milton Mendes,3,2017,2017-05-27
Milton Mendes,0,2017,2017-06-08
Milton Mendes,3,2017,2017-06-11
Milton Mendes,3,2017,2017-06-18
Milton Mendes,3,2017,2017-06-25
Milton Mendes,0,2017,2017-07-08
Milton Mendes,1,2017,2017-07-16
Zé Ricardo,3,2017,2017-09-09
Zé Ricardo,1,2017,2017-09-30
Zé Ricardo,1,2017,2017-11-12
Zé Ricardo,1,2017,2017-11-16
Zé Ricardo,3,2017,2017-12-03
Zé Ricardo,3,2017,2017-06-15
Zé Ricardo,3,2017,2017-06-23
Zé Ricardo,3,2017,2017-07-02
Zé Ricardo,0,2017,2017-07-14
Zé Ricardo,1,2017,2017-07-20
Zé Ricardo,3,2017,2017-07-23
Zé Ricardo,0,2017,2017-08-06
Reinaldo Rueda,3,2017,2017-08-20
Reinaldo Rueda,3,2017,2017-08-27
Reinaldo Rueda,3,2017,2017-09-17
Reinaldo Rueda,1,2017,2017-09-24
Reinaldo Rueda,3,2017,2017-10-20
Reinaldo Rueda,3,2017,2017-11-09
Reinaldo Rueda,3,2017,2017-11-19
Reinaldo Rueda,0,2017,2017-11-26
Dejan Petkovic,3,2017,2017-06-11
Alexandre Gallo,1,2017,2017-06-15
Alexandre Gallo,0,2017,2017-06-22
Alexandre Gallo,0,2017,2017-07-13
Alexandre Gallo,0,2017,2017-07-20
Dejan Petkovic,0,2017,2017-07-22
Vágner Mancini,3,2017,2017-08-03
Vágner Mancini,0,2017,2017-08-13
Vágner Mancini,1,2017,2017-09-10
Vágner Mancini,0,2017,2017-09-17
Vágner Mancini,0,2017,2017-10-12
Vágner Mancini,0,2017,2017-10-20
Vágner Mancini,1,2017,2017-10-29
Vágner Mancini,3,2017,2017-11-09
Vágner Mancini,1,2017,2017-11-19
Vágner Mancini,0,2017,2017-12-03
Dorival Júnior,3,2017,2017-05-20
Dorival Júnior,0,2017,2017-05-28
Levir Culpi,3,2017,2017-06-15
Levir Culpi,0,2017,2017-06-25
Levir Culpi,3,2017,2017-07-10
Levir Culpi,3,2017,2017-07-20
Levir Culpi,3,2017,2017-09-10
Levir Culpi,3,2017,2017-09-24
Levir Culpi,3,2017,2017-10-22
Elano,3,2017,2017-11-04
Elano,0,2017,2017-11-09
Elano,3,2017,2017-11-19
Elano,1,2017,2017-12-03
Abel Braga,1,2017,2017-07-04
Abel Braga,1,2017,2017-07-21
Roger Machado,0,2017,2017-05-21
Roger Machado,1,2017,2017-05-28
Roger Machado,3,2017,2017-06-08
Roger Machado,0,2017,2017-06-15
Roger Machado,1,2017,2017-06-22
Roger Machado,3,2017,2017-07-02
Roger Machado,0,2017,2017-07-13
Rogério Micale,0,2017,2017-07-24
Rogério Micale,3,2017,2017-08-13
Rogério Micale,1,2017,2017-09-09
Rogério Micale,0,2017,2017-09-25
Oswaldo de Oliveira,3,2017,2017-10-12
Oswaldo de Oliveira,0,2017,2017-10-18
Oswaldo de Oliveira,1,2017,2017-10-29
Oswaldo de Oliveira,3,2017,2017-11-09
Oswaldo de Oliveira,3,2017,2017-11-19
Oswaldo de Oliveira,3,2017,2017-12-03
Gilson Kleina,3,2017,2017-05-14
Gilson Kleina,3,2017,2017-06-04
Gilson Kleina,3,2017,2017-06-11
Gilson Kleina,3,2017,2017-06-23
Gilson Kleina,0,2017,2017-06-25
Gilson Kleina,3,2017,2017-07-20
Gilson Kleina,1,2017,2017-08-10
Gilson Kleina,1,2017,2017-08-07
Gilson Kleina,3,2017,2017-08-20
Gilson Kleina,0,2017,2017-08-27
Gilson Kleina,0,2017,2017-09-17
Eduardo Baptista,3,2017,2017-10-03
Eduardo Baptista,1,2017,2017-10-12
Eduardo Baptista,0,2017,2017-10-22
Eduardo Baptista,3,2017,2017-10-29
Eduardo Baptista,0,2017,2017-11-08
Eduardo Baptista,3,2017,2017-11-15
Eduardo Baptista,0,2017,2017-11-26
Claudinei Oliveira,1,2017,2017-05-14
Claudinei Oliveira,3,2017,2017-06-04
Claudinei Oliveira,1,2017,2017-06-11
Claudinei Oliveira,0,2017,2017-06-22
Claudinei Oliveira,1,2017,2017-07-03
Claudinei Oliveira,0,2017,2017-07-14
Claudinei Oliveira,1,2017,2017-07-20
Claudinei Oliveira,3,2017,2017-07-23
Claudinei Oliveira,1,2017,2017-08-07
Claudinei Oliveira,1,2017,2017-08-20
Claudinei Oliveira,3,2017,2017-08-28
Claudinei Oliveira,1,2017,2017-09-17
Claudinei Oliveira,0,2017,2017-10-01
Claudinei Oliveira,0,2017,2017-10-12
Claudinei Oliveira,1,2017,2017-10-18
Claudinei Oliveira,1,2017,2017-10-29
Claudinei Oliveira,0,2017,2017-11-08
Claudinei Oliveira,3,2017,2017-11-20
Claudinei Oliveira,3,2017,2017-11-26
Pachequinho,1,2017,2017-07-03
Zé Ricardo,1,2017,2017-05-13
Reinaldo Rueda,1,2017,2017-10-12
Reinaldo Rueda,1,2017,2017-10-28
Abel Braga,3,2017,2017-05-14
Abel Braga,3,2017,2017-06-04
Abel Braga,1,2017,2017-06-07
Abel Braga,0,2017,2017-06-16
Abel Braga,1,2017,2017-06-18
Abel Braga,0,2017,2017-07-13
Abel Braga,0,2017,2017-07-23
Abel Braga,3,2017,2017-08-06
Abel Braga,3,2017,2017-08-22
Abel Braga,0,2017,2017-08-26
Abel Braga,0,2017,2017-09-24
Abel Braga,3,2017,2017-10-15
Abel Braga,3,2017,2017-10-18
Abel Braga,1,2017,2017-10-29
Abel Braga,1,2017,2017-11-10
Abel Braga,3,2017,2017-11-20
Abel Braga,0,2017,2017-11-25
Zé Ricardo,3,2017,2017-10-15
Zé Ricardo,1,2017,2017-10-21
Zé Ricardo,1,2017,2017-11-05
Jair Ventura,3,2017,2017-05-21
Jair Ventura,3,2017,2017-05-29
Jair Ventura,1,2017,2017-06-11
Jair Ventura,3,2017,2017-06-22
Jair Ventura,0,2017,2017-06-27
Jair Ventura,1,2017,2017-07-10
Jair Ventura,3,2017,2017-07-18
Jair Ventura,0,2017,2017-07-29
Jair Ventura,0,2017,2017-08-03
Jair Ventura,3,2017,2017-08-14
Jair Ventura,3,2017,2017-09-11
Jair Ventura,3,2017,2017-09-17
Jair Ventura,0,2017,2017-10-01
Jair Ventura,3,2017,2017-10-12
Jair Ventura,3,2017,2017-10-24
Jair Ventura,0,2017,2017-11-04
Jair Ventura,0,2017,2017-11-11
Jair Ventura,0,2017,2017-11-16
Jair Ventura,1,2017,2017-12-03
Rogério Ceni,3,2017,2017-05-23
Rogério Ceni,3,2017,2017-05-28
Rogério Ceni,3,2017,2017-06-09
Rogério Ceni,0,2017,2017-06-18
Rogério Ceni,1,2017,2017-06-25
Dorival Júnior,1,2017,2017-07-14
Dorival Júnior,3,2017,2017-07-20
Dorival Júnior,1,2017,2017-07-25
Dorival Júnior,0,2017,2017-08-04
Dorival Júnior,3,2017,2017-08-13
Dorival Júnior,1,2017,2017-09-10
Dorival Júnior,1,2017,2017-09-24
Dorival Júnior,3,2017,2017-10-01
Dorival Júnior,1,2017,2017-12-03
Ney Franco,1,2017,2017-05-22
Daniel Paulista,3,2017,2017-05-28
Vanderlei Luxemburgo,3,2017,2017-06-08
Vanderlei Luxemburgo,1,2017,2017-06-15
Vanderlei Luxemburgo,0,2017,2017-06-19
Vanderlei Luxemburgo,3,2017,2017-07-02
Vanderlei Luxemburgo,3,2017,2017-07-21
Vanderlei Luxemburgo,1,2017,2017-08-03
Vanderlei Luxemburgo,1,2017,2017-08-13
Vanderlei Luxemburgo,0,2017,2017-09-10
Vanderlei Luxemburgo,1,2017,2017-09-26
Vanderlei Luxemburgo,1,2017,2017-10-15
Vanderlei Luxemburgo,1,2017,2017-10-20
Daniel Paulista,0,2017,2017-10-29
Daniel Paulista,0,2017,2017-11-09
Daniel Paulista,3,2017,2017-11-19
Daniel Paulista,3,2017,2017-12-03
Mano Menezes,3,2017,2017-05-14
Mano Menezes,0,2017,2017-06-05
Mano Menezes,3,2017,2017-06-11
Mano Menezes,1,2017,2017-06-20
Mano Menezes,3,2017,2017-06-25
Mano Menezes,3,2017,2017-07-09
Mano Menezes,1,2017,2017-07-16
Mano Menezes,1,2017,2017-07-31
Mano Menezes,1,2017,2017-08-06
Mano Menezes,3,2017,2017-08-20
Mano Menezes,1,2017,2017-08-28
Mano Menezes,3,2017,2017-09-18
Mano Menezes,1,2017,2017-10-01
Mano Menezes,3,2017,2017-10-07
Mano Menezes,0,2017,2017-10-22
Mano Menezes,3,2017,2017-11-05
Mano Menezes,3,2017,2017-11-12
Mano Menezes,1,2017,2017-11-15
Mano Menezes,0,2017,2017-11-26
Rogério Micale,0,2017,2017-08-03
Pachequinho,3,2017,2017-05-16
Pachequinho,3,2017,2017-06-03
Pachequinho,3,2017,2017-06-08
Pachequinho,1,2017,2017-06-18
Pachequinho,0,2017,2017-07-11
Pachequinho,0,2017,2017-07-17
Marcelo Oliveira,0,2017,2017-07-30
Marcelo Oliveira,3,2017,2017-08-06
Marcelo Oliveira,1,2017,2017-08-21
Marcelo Oliveira,0,2017,2017-08-29
Marcelo Oliveira,0,2017,2017-09-24
Marcelo Oliveira,0,2017,2017-10-15
Marcelo Oliveira,3,2017,2017-10-18
Marcelo Oliveira,3,2017,2017-11-05
Marcelo Oliveira,1,2017,2017-11-12
Marcelo Oliveira,3,2017,2017-11-17
Marcelo Oliveira,0,2017,2017-11-26
João Paulo Sanches,3,2017,2017-06-09
Doriva,3,2017,2017-06-15
Doriva,0,2017,2017-06-17
Doriva,1,2017,2017-07-02
Doriva,0,2017,2017-07-16
João Paulo Sanches,1,2017,2017-07-24
João Paulo Sanches,0,2017,2017-08-03
João Paulo Sanches,3,2017,2017-08-12
João Paulo Sanches,1,2017,2017-09-12
João Paulo Sanches,0,2017,2017-10-15
João Paulo Sanches,3,2017,2017-11-12
João Paulo Sanches,1,2017,2017-11-19
João Paulo Sanches,1,2017,2017-12-03
Zé Ricardo,1,2017,2017-06-04
Milton Mendes,0,2017,2017-08-01
Milton Mendes,0,2017,2017-08-04
Milton Mendes,1,2017,2017-08-13
Cuca,3,2017,2017-07-01
Cuca,3,2017,2017-09-19
Alberto Valentim,3,2017,2017-10-20
Elano,3,2017,2017-06-08
Levir Culpi,1,2017,2017-06-18
Levir Culpi,3,2017,2017-08-03
Levir Culpi,1,2017,2017-08-15
Levir Culpi,1,2017,2017-10-17
Dorival Júnior,3,2017,2017-10-15
Dorival Júnior,3,2017,2017-10-22
Dorival Júnior,3,2017,2017-10-28
Dorival Júnior,1,2017,2017-11-09
Dorival Júnior,1,2017,2017-11-19
Zé Ricardo,3,2018,2018-04-15
Zé Ricardo,3,2018,2018-05-06
Zé Ricardo,0,2018,2018-05-13
Zé Ricardo,3,2018,2018-05-31
Zé Ricardo,0,2018,2018-06-03
Lisca,3,2018,2018-07-19
Lisca,1,2018,2018-08-09
Vágner Mancini,1,2018,2018-04-15
Vágner Mancini,0,2018,2018-05-06
Vágner Mancini,3,2018,2018-05-20
Vágner Mancini,0,2018,2018-05-31
Vágner Mancini,3,2018,2018-06-07
Vágner Mancini,3,2018,2018-07-19
Vágner Mancini,3,2018,2018-07-27
João Burse,1,2018,2018-08-05
Fábio Carille,3,2018,2018-04-15
Fábio Carille,1,2018,2018-05-06
Fábio Carille,3,2018,2018-05-13
Osmar Loss,3,2018,2018-05-31
Osmar Loss,1,2018,2018-06-07
Osmar Loss,1,2018,2018-06-10
Osmar Loss,3,2018,2018-07-19
Osmar Loss,3,2018,2018-07-26
Osmar Loss,1,2018,2018-08-05
Abel Braga,3,2018,2018-04-22
Abel Braga,1,2018,2018-04-29
Abel Braga,3,2018,2018-05-21
Abel Braga,3,2018,2018-05-26
Abel Braga,0,2018,2018-06-14
Marcelo Oliveira,3,2018,2018-07-26
Marcelo Oliveira,1,2018,2018-08-06
Gilson Kleina,1,2018,2018-04-22
Gilson Kleina,1,2018,2018-05-08
Gilson Kleina,3,2018,2018-05-13
Gilson Kleina,3,2018,2018-06-10
Gilson Kleina,1,2018,2018-07-20
Gilson Kleina,1,2018,2018-07-23
Gilson Kleina,1,2018,2018-07-30
Claudinei Oliveira,1,2018,2018-05-20
Roger Machado,1,2018,2018-04-29
Roger Machado,3,2018,2018-05-20
Roger Machado,0,2018,2018-05-27
Roger Machado,3,2018,2018-06-03
Roger Machado,1,2018,2018-06-14
Roger Machado,3,2018,2018-07-22
Wesley Carvalho,3,2018,2018-07-29
Alberto Valentim,1,2018,2018-04-17
Alberto Valentim,3,2018,2018-04-28
Alberto Valentim,3,2018,2018-05-15
Alberto Valentim,1,2018,2018-05-27
Alberto Valentim,1,2018,2018-06-07
Alberto Valentim,3,2018,2018-06-14
Marcos Paquetá,3,2018,2018-07-27
Bruno Lazaroni,1,2018,2018-08-04
