car_model,car_price,date,time,total_mileage,year,gear_type,fuel_type,url,city,area
HB20 Unique 1.0 2019,56900.0,13 fev,14:58,999.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-unique-1-0-2019-1066027684,Porto Alegre,São Sebastião
"Hb20 1.6 Comfort, Completo, 2015",50900.0,13 fev,14:26,82000.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-comfort-completo-2015-1146679504,Porto Alegre,São Sebastião
Hyundai HB20 1.0 Turbo Platinum - 2022 - Apenas 12.000Km!,79900.0,13 fev,11:34,12500.0,2022,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-turbo-platinum-2022-apenas-12-000km-1146588918,Canoas,Marechal Rondon
HB20 comfort plus,58900.0,13 fev,11:06,60000.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hb20-comfort-plus-1146575859,Caxias do Sul,Jardim América
HB20 2018/2018 1.6 COMFORT PLUS 16V FLEX 4P MANUAL,59900.0,13 fev,11:05,76000.0,2018,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-2018-2018-1-6-comfort-plus-16v-flex-4p-manual-1146575434,Gravataí,São Jerônimo
hb20 hatch 1.0 evolution flex 9.000km multimidia ar digital,69900.0,13 fev,09:48,9000.0,2021,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-hatch-1-0-evolution-flex-9-000km-multimidia-ar-digital-1095974208,Porto Alegre,São Sebastião
Hyundai HB20 Evolution 1.0 2021 - Apenas 3 mil Km - Igual a novo!,77900.0,13 fev,09:23,3000.0,2021,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-evolution-1-0-2021-apenas-3-mil-km-igual-a-novo-1070700094,Erechim,Centro
HYUNDAI HB20 1.0M UNIQUE 2019,54900.0,13 fev,09:11,51900.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0m-unique-2019-1146515829,Porto Alegre,Glória
HB20 vision 1.6 2021,69500.0,13 fev,06:33,10750.0,2021,Manual,Flex,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/hb20-vision-1-6-2021-1146479414,Pelotas,Fragata
HB20,40000.0,12 fev,22:50,103000.0,2013,Manual,Flex,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/hb20-1146437408,Cristal do Sul,Fragata
HB 20 unique 1.0,53000.0,12 fev,21:13,80000.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb-20-unique-1-0-1146412174,São Leopoldo,Feitoria
HB20 1.0 Comfort 2019,54900.0,12 fev,20:31,60000.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-comfort-2019-1146401535,Novo Hamburgo,Canudos
Hb20 Comfort  1.0 2016,46500.0,12 fev,14:49,52793.0,2016,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-comfort-1-0-2016-1146295508,Canoas,Niterói
HB 20 Comfort 1.6 Flex,49900.0,12 fev,08:42,50000.0,2014,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb-20-comfort-1-6-flex-847398698,Canoas,Centro
Hyundai Hb20 1.6 confort completo 2014,48990.0,11 fev,21:33,1.0,2014,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-6-confort-completo-2014-956154656,Porto Alegre,Glória
Hb20 comfort style 1.6 compl rodas ano 2015,51900.0,11 fev,19:33,0.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-comfort-style-1-6-compl-rodas-ano-2015-1095148602,Canoas,Niterói
HYUNDAI HB20 HB20 COMFORT 1.0 FLEX 12V MEC.,49800.0,11 fev,14:41,0.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-hb20-comfort-1-0-flex-12v-mec-1145971270,Porto Alegre,Glória
HB 20 2016 ,48500000.0,11 fev,12:37,114500.0,2016,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb-20-2016-1112982987,Porto Alegre,Menino Deus
HB20 CONFORT 1.0 FLEX MEC 2015 COMPLETO,48000.0,11 fev,11:22,170000.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-confort-1-0-flex-mec-2015-completo-1145887477,Ivoti,Menino Deus
HYUNDAI HB20 2014,45900.0,11 fev,11:10,104000.0,2014,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-2014-1145881202,Campo Bom,Menino Deus
Vendo HB20 1.6 Premium automático ,50900.0,10 fev,18:40,64737.0,2014,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vendo-hb20-1-6-premium-automatico-1145633068,Porto Alegre,Jardim Sabará
HYUNDAI HB20 1.0 CONFORT PLUS 2017,56000.0,10 fev,16:38,51000.0,2017,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-confort-plus-2017-1145581938,Capão da Canoa,Jardim Sabará
HB 20 ,69900.0,10 fev,13:11,79.0,2018,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb-20-1119147061,São Sebastião do Caí,Jardim Sabará
HYUNDAI/HB20 1.0. CONFORT PLUS,51900.0,10 fev,13:01,53800.0,2016,Manual,Flex,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-confort-plus-1130533230,Santa Maria,Camobi
